words,ents,anns
Байлота,Байлота | I-PER,
.,-,
Острів,-,LOC
Байлота,Байлота | I-PER,LOC
став,-,
частиною,-,
Канади,Канади | I-LOC,LOC
в,-,
1906,-,
році,-,
.,-,
"""",-,
Гаваї,Гаваї | I-LOC,LOC
"""",-,
(,-,
;,-,
"""",-,
у,-,
народі,-,
:,-,
"""",-,
«,-,
Великий,-,LOC
острів,-,LOC
»,-,
),-,
—,-,
найбільший,-,
за,-,
площею,-,
",",-,
ніж,-,
усі,-,
інші,-,
острови,-,
в,-,
архіпелазі,-,
Гаваї,Гаваї | I-LOC,LOC
разом,-,
.,-,
Площа,-,
острову,-,
приблизно,-,
10,-,
458,-,
км,-,
²,-,
.,-,
Довжина,-,
острова,-,
150,-,
км,-,
.,-,
Найбільше,-,
місто,-,
острова,-,
",",-,
Хіло,-,LOC
(,-,
),-,
",",-,
розташоване,-,
на,-,
східному,-,
узбережжі,-,
Гаваїв,Гаваїв | I-LOC,LOC
.,-,
Острів,-,
Гаваї,Гаваї | I-LOC,LOC
виник,-,
з,-,
пяти,-,
окремих,-,
щитових,-,
вулканів,-,
.,-,
Вулкани,-,
(,-,
з,-,
старшого,-,
до,-,
наймолодшого,-,
),-,
:,-,
Гора,-,LOC
Когала,-,LOC
(,-,
),-,
(,-,
згаслий,-,
),-,
",",-,
Мауна,Мауна | I-LOC,LOC
-,- | I-LOC,LOC
Кеа,Кеа | I-LOC,LOC
(,-,
),-,
(,-,
недіючий,-,
),-,
",",-,
Гуалалаї,-,LOC
(,-,
),-,
(,-,
діючий,-,
),-,
",",-,
Мауна,Мауна | I-LOC,LOC
-,- | I-LOC,LOC
Лоа,Лоа | I-LOC,LOC
(,-,
),-,
(,-,
діючий,-,
",",-,
частково,-,
в,-,
межах,-,
Національного,-,
парку,-,
гавайських,гавайських | I-LOC,
вулканів,-,
),-,
",",-,
та,-,
Кілауеа,-,LOC
(,-,
),-,
(,-,
активно,-,
діючий,-,
;,-,
частина,-,
Національного,-,
парку,-,
гавайських,гавайських | I-LOC,
вулканів,-,
(,-,
"""",-,
Острів,-,LOC
Кейп,Кейп | I-ORG,LOC
-,-,LOC
Бретон,Брето́н | I-LOC,LOC
"""",-,
(,-,
",",-,
—,-,
«,-,
острів,-,LOC
Бретонського,Бретонського | I-LOC,LOC
мису,-,LOC
»,-,
",",-,
попередня,-,
назва,-,
(,-,
Місце,-,
=,-,
Арктика,-,LOC
",",-,
Північний,-,LOC
Льодовитий,-,LOC
океан,-,LOC
",",-,
Карське,-,LOC
та,-,
Море,-,LOC
Лаптєвих,-,LOC
),-,
(,-,
Карта,-,
розташування1,-,
=,-,
Росія,Росія | I-LOC,LOC
Красноярський,Красноярський | I-LOC,LOC
край,край | I-LOC,LOC
Таймирський,-,LOC
Долгано,-,LOC
-,-,LOC
Ненецький,Ненецький | I-LOC,LOC
район,район | I-LOC,LOC
),-,
Оригінальна,-,
назва,-,
=,-,
Collectivité,-,
Territoriale,-,
de,-,
Corse,-,
",",-,
Corsica,-,
(,-,
),-,
Департаменти,-,
=,-,
Південна,-,LOC
КорсикаВерхня,КорсикаВерхня | I-LOC,LOC
Корсика,Корсика | I-LOC,LOC
(,-,
),-,
"""",-,
Корсика,-,LOC
"""",-,
(,-,
",",-,
від,-,
—,-,
«,-,
вкритий,-,
лісами,-,
»,-,
),-,
—,-,
великий,-,
острів,-,
та,-,
однойменний,-,
регіон,-,
Франції,Франції | I-LOC,LOC
",",-,
розташований,-,
в,-,
Середземному,-,LOC
морі,-,LOC
біля,-,
західного,-,
берега,-,
Італії,Італії | I-LOC,LOC
",",-,
на,-,
північ,-,
від,-,
Сардинії,Сардинії | I-LOC,LOC
.,. | I-LOC,
Корсика,Корсика | I-LOC,LOC
має,-,
особливий,-,
регіональний,-,
статус,-,
",",-,
офіційна,-,
назва,-,
цього,-,
адміністративного,-,
утворення,-,
—,-,
"""",-,
Територіальна,-,
спільнота,-,
Корсика,Корсика | I-LOC,LOC
"""",-,
(,-,
(,-,
Регіон,-,
=,-,
Нова,Нова | I-LOC,LOC
Ірландія,Ірландія | I-LOC,LOC
(,-,
провінція,-,
),-,
Провінція,-,
Нова,Нова | I-LOC,LOC
Ірландія,Ірландія | I-LOC,LOC
),-,
(,-,
Зображення,-,
=,-,
New,-,
Ireland,-,
Province,-,
Papua,-,
Niugini,-,
locator.png,-,
),-,
(,-,
Підпис,-,
зображення,-,
=,-,
Місце,-,
знаходження,-,
провінції,-,
Нова,Нова | I-LOC,LOC
Ірландія,Ірландія | I-LOC,LOC
),-,
"""",-,
Нова,-,LOC
Ірландія,Ірландія | I-LOC,LOC
"""",-,
—,-,
острів,-,
у,-,
складі,-,
архіпелагу,-,LOC
Бісмарка,-,LOC
",",-,
що,-,
належить,-,
Папуа,Папуа | I-LOC,LOC
Новій,Новій | I-LOC,LOC
Гвінеї,Гвінеї | I-LOC,LOC
.,-,
Площа,-,
острова,-,
становить,-,
близько,-,
7404,-,
км,-,
²,-,
",",-,
на,-,
ньому,-,
проживає,-,
приблизно,-,
Острів,-,
"""",-,
Корнуолліс,-,LOC
"""",-,
(,-,
),-,
—,-,
один,-,
з,-,
островів,-,
архіпелагу,архіпелагу | I-LOC,LOC
Королеви,Королеви | I-LOC,LOC
Єлизавети,-,LOC
в,-,
регіоні,-,
Кікіктаалук,-,LOC
канадської,-,
території,-,
Нунавут,Нунавут | I-LOC,LOC
.,-,
Його,-,
довжина,-,
становить,-,
110,-,
км,-,
",",-,
площа,-,
—,-,
6995,-,
км,-,
²,-,
",",-,
що,-,
робить,-,
його,-,
96,-,
-,-,
тим,-,
за,-,
площею,-,
островом,-,
у,-,
світі,-,
та,-,
21,-,
-,-,
м,-,
в,-,
Канаді,Канаді | I-LOC,LOC
.,-,
Острів,-,
Корнуолліс,Корнуолліс | I-LOC,LOC
розташований,-,
на,-,
захід,-,
від,-,
острова,-,
Девон,Девон | I-LOC,LOC
",",-,
від,-,
якого,-,
його,-,
віддляє,-,
протока,-,
Веллінгтона,Веллінгтона | I-LOC,LOC
",",-,
та,-,
на,-,
північ,-,
від,-,
острова,-,
Сомерсет,Сомерсет | I-LOC,LOC
",",-,
від,-,
якого,-,
його,-,
відділяє,-,
протока,-,
Паррі,Паррі | I-PER,LOC
.,-,
На,-,
північний,-,
захід,-,
від,-,
острова,-,
знаходиться,-,
острів,-,
Малий,Малий | I-LOC,LOC
Корнуолліс,Корнуолліс | I-LOC,LOC
",",-,
найбільший,-,
з,-,
групи,-,
малих,-,
остроіві,-,
",",-,
розташованих,-,
на,-,
півночі,-,
затоки,-,
Макдугласа,Макдугласа | I-LOC,LOC
",",-,
що,-,
розділяє,-,
острови,-,
Корнуолліс,-,LOC
і,-,
Батерст,Батерст | I-LOC,LOC
.,-,
На,-,
південно,-,
-,-,
західному,-,
краю,-,
острова,-,
розташований,-,
мис,-,LOC
Айрі,Айрі | I-LOC,LOC
",",-,
неподалік,-,
знаходиться,-,
невелике,-,
поселення,-,
Резольют,-,LOC
{,-,
{,-,
cite,-,
book,-,
|,-,
pages,-,
=,-,
7,-,
|,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
books.google.com,-,
/,-,
books,-,
?,-,
id,-,
=,-,
bYMpwN0COjAC,-,
&,-,
pg,-,
=,-,
PA7,-,
&,-,
lpg,-,
=,-,
PA7,-,
&,-,
dq,-,
=,-,
%,-,
22barrow,-,
+,-,
strait,-,
%,-,
22,-,
&,-,
source,-,
=,-,
web,-,
&,-,
ots,-,
=,-,
cPXInuBFXz,-,
&,-,
sig,sig | I-ORG,
=,-,
hJvL_jXjRy6IroXxtkP3DM,-,
-,-,
pmhE,-,
&,-,
hl,-,
=,-,
en,-,
|,-,
title,-,
=,-,
The,-,
Northwest,-,
Passage,-,
:,-,
Arctic,-,
Straits,-,
|,-,
last,-,
=,-,
Pharand,-,
|,-,
first,-,
=,-,
Donat,-,
|,-,
authorlink,-,
=,-,
|,-,
coauthors,-,
=,-,
Legault,-,
",",-,
L.H,-,
.,-,
|,-,
year,-,
=,-,
1984,-,
|,-,
publisher,-,
=,-,
Martinus,-,
Nijhoff,-,
"""",-,
Архіпелаг,-,LOC
Кергелен,-,LOC
"""",-,
(,-,
",",-,
"""",-,
Archipel,-,
de,-,
Kerguelen,-,
"""",-,
",",-,
офіційно,-,
—,-,
"""",-,
Archipel,-,
des,-,
Kerguelen,-,
"""",-,
чи,-,
"""",-,
Archipel,-,
Kerguelen,-,
"""",-,
),-,
—,-,
група,-,
островів,-,
у,-,
південній,-,
частині,-,
Індійського,-,LOC
океану,-,LOC
(,-,
"""",-,
Східний,-,LOC
Фолкленд,Фолкленд | I-LOC,LOC
"""",-,
(,-,
),-,
—,-,
острів,-,
у,-,
складі,-,
архіпелагу,-,
Фолклендські,Фолклендські | I-LOC,LOC
острови,острови | I-LOC,LOC
",",-,
розташованого,-,
в,-,
південній,-,
частині,-,
Атлантичного,-,LOC
океану,-,LOC
.,-,
На,-,
північному,-,
сході,-,
острова,-,
знаходиться,-,
столиця,-,
Фолклендських,Фолклендських | I-LOC,LOC
островів,островів | I-LOC,LOC
—,-,
місто,-,
Порт,Порт | I-LOC,LOC
-,- | I-LOC,LOC
Стенлі,Стенлі | I-LOC,LOC
.,-,
Населення,-,
Східного,Східного | I-LOC,LOC
Фолкленда,Фолкленда | I-LOC,LOC
за,-,
даними,-,
перепису,-,
2006,-,
року,-,
становить,-,
2786,-,
чоловік,-,
(,-,
94,-,
%,-,
усього,-,
населення,-,
архіпелагу,-,
),-,
.,-,
Економіка,-,
ґрунтується,-,
на,-,
вівчарстві,-,
",",-,
рибальстві,-,
та,-,
туризмі,-,
.,-,
Північна,-,
частина,-,
острова,-,
горбиста,-,
",",-,
тут,-,
знаходиться,-,
найвища,-,
точка,-,
як,-,
Східного,-,LOC
Фолкленда,Фолкленда | I-LOC,LOC
",",-,
так,-,
і,-,
всього,-,
архіпелагу,-,
—,-,
гора,-,LOC
Асборн,-,LOC
",",-,
висотою,-,
705,-,
м,-,
над,-,
рівнем,-,
моря,-,
.,-,
(,-,
Карта,-,
підпис,-,
=,-,
Розташування,-,
острова,-,
Сайпл,-,LOC
відносномапи,-,
Антарктиди,-,LOC
),-,
"""",-,
Грейгем,-,LOC
"""",-,
",",-,
"""",-,
Грейам,-,LOC
"""",-,
(,-,
),-,
—,-,
найбільший,-,
острів,-,
у,-,
складі,-,
архіпелагу,-,LOC
Хайда,-,LOC
Ґваї,Ґваї | I-PER,LOC
.,-,
Двадцять,-,
-,-,
другий,-,
за,-,
розмірами,-,
острів,-,
у,-,
Канаді,Канаді | I-LOC,LOC
й,-,
101,-,
-,-,
й,-,
у,-,
світі,-,
.,-,
Острів,Острів | I-LOC,
Грейгем,Грейгем | I-LOC,LOC
розташований,-,
за,-,
120,-,
км,-,
на,-,
захід,-,
від,-,
міста,-,
Прінс,Прінс | I-LOC,LOC
-,- | I-LOC,LOC
Руперта,Руперта | I-LOC,LOC
",",-,
та,-,
за,-,
770,-,
км,-,
на,-,
північ,-,
від,-,
міста,-,
Ванкувера,Ванкувера | I-LOC,LOC
.,-,
Площа,-,
острова,-,
становить,-,
6,-,
361,-,
км,-,
²,-,
.,-,
Довжина,-,
берегової,-,
лінії,-,
—,-,
1,-,
106,-,
км,-,
.,-,
Населення,-,
острова,-,
приблизно,-,
4,-,
475,-,
осіб,-,
у,-,
2001,-,
році,-,
.,-,
На,-,
острові,-,
декілька,-,
селищ,-,
:,-,
(,-,
зображення,-,
=,-,
.,-,
125,-,
2581,-,
Puerto,-,
Edén,-,
(,-,
Villa,-,
Puerto,-,
Edén,-,
),-,
-,-,
Chilenische,-,
Fjorde.jpg,-,
),-,
(,-,
Місце,-,
Північна,-,LOC
Америка,-,LOC
Аляскинська,АмерикаАляскинська | I-LOC,LOC
затока,-,LOC
(,-,
Тихий,-,LOC
океан,-,LOC
),-,
),-,
"""",-,
Острів,-,LOC
Святого,-,LOC
Лаврентія,-,LOC
"""",-,
(,-,
"""",-,
Сент,-,LOC
-,-,LOC
Лоуренс,-,LOC
"""",-,
",",-,
),-,
—,-,
острів,-,
у,-,
Беринговому,-,LOC
морі,-,LOC
Тихого,-,LOC
океану,-,LOC
",",-,
в,-,
південній,-,
частині,-,
Берингової,-,LOC
протоки,-,LOC
",",-,
за,-,
80,-,
км,-,
від,-,
півострова,-,LOC
Чукотка,Чукотка | I-LOC,LOC
(,-,
мис,-,LOC
Чапліна,Чапліна | I-PER,LOC
),-,
.,-,
Адміністративно,-,
є,-,
частиною,-,
штату,-,
Аляска,Аляска | I-LOC,LOC
",",-,
хоча,-,
і,-,
знаходиться,-,
ближче,-,
до,-,
Чукотського,Чукотського | I-LOC,LOC
півострова,півострова | I-LOC,LOC
",",-,
ніж,-,
до,-,
Аляски,Аляски | I-LOC,LOC
.,-,
Вважається,-,
що,-,
острів,-,
є,-,
останнім,-,
залишком,-,
перешийка,-,
над,-,
рівнем,-,
моря,-,
",",-,
що,-,
зєднував,-,
в,-,
епоху,-,
плейстоцену,-,
Євразію,-,LOC
і,-,
Америку,-,LOC
{,-,
{,-,
cite,-,
web,-,
(,-,
title,-,
=,-,
Tools,-,
and,-,
Implements,-,
:,-,
St,-,
.,-,
Lawrence,-,
Island,-,
and,-,
the,-,
Bering,-,
Strait,-,
Region,-,
),-,
(,-,
work,-,
=,-,
University,-,
of,-,
Missouri,-,
-,-,
Columbia,Columbia | I-ORG,
Museum,Museum | I-ORG,
of,-,
Anthropology,-,
),-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
anthromuseum.missouri.edu,-,
/,-,
minigalleries,-,
/,-,
bering,-,
/,-,
intro.shtml,-,
),-,
Острови,-,
були,-,
вперше,-,
нанесені,-,
на,-,
карти,-,
в,-,
1570,-,
-,-,
тих,-,
роках,-,
Абрагамом,Абрагамом | I-PER,
Ортеліусом,-,
і,-,
Герардусом,-,
Меркатором,-,
під,-,
назвою,-,
Insulae,-,
de,-,
Los,-,
Galopegos,-,
(,-,
Острови,-,
Черепах,-,
),-,
.,-,
Протягом,-,
наступних,-,
двох,-,
з,-,
половиною,-,
століть,-,
острови,-,
залишалися,-,
ненаселеними,-,
і,-,
часто,-,
ставали,-,
притулком,-,
англійських,-,
піратів,-,
",",-,
які,-,
готували,-,
напади,-,
на,-,
іспанські,-,
кораблі,-,
.,-,
Александер,Александер | I-PER,
Селькірк,Селькірк | I-PER,
",",-,
чиї,-,
пригоди,-,
на,-,
островах,-,
Хуан,Хуан | I-PER,
Фернандес,Фернандес | I-PER,
надихнули,-,
Даніеля,Даніеля | I-PER,
Дефо,Дефо | I-PER,
на,-,
написання,-,
роману,-,
«,-,
Робінзон,-,
Крузо,Крузо | I-PER,
»,-,
",",-,
відвідав,-,
Галапагоські,Галапагоські | I-LOC,LOC
острови,острови | I-LOC,LOC
в,-,
1709,-,
році,-,
",",-,
коли,-,
його,-,
підібрав,-,
з,-,
островів,-,LOC
Хуан,Хуан | I-PER,LOC
Фернандес,Фернандес | I-PER,LOC
пірат,пірат | I-PER,
Вудс,Вудс | I-PER,
Роджерс,Роджерс | I-PER,
.,. | I-PER,
Роджерс,Роджерс | I-PER,
зупинявся,-,
на,-,
островах,-,
для,-,
ремонту,-,
свого,-,
судна,-,
після,-,
нападу,-,
на,-,
місто,-,
Ґуаякіль,Ґуаякіль | I-LOC,LOC
.,-,
Перша,-,
наукова,-,
місія,-,
до,-,
Галапагоських,Галапагоських | I-LOC,LOC
островів,островів | I-LOC,LOC
прибула,-,
в,-,
1790,-,
під,-,
керівництвом,-,
Алессандро,Алессандро | I-PER,
Маласпіна,Маласпіна | I-PER,
",",-,
сицилійського,-,
капітана,-,
",",-,
чию,-,
експедицію,-,
фінансував,-,
король,-,
Іспанії,Іспанії | I-LOC,LOC
.,-,
Проте,-,
записи,-,
експедиції,-,
не,-,
збереглися,-,
.,-,
У,-,
1793,-,
році,-,
Джеймс,Джеймс | I-PER,
Колнетт,Колнетт | I-PER,
зробив,-,
опис,-,
флори,-,
і,-,
фауни,-,
Галапагоських,-,LOC
островів,-,LOC
і,-,
зауважив,-,
",",-,
що,-,
острови,-,
можна,-,
використовувати,-,
як,-,
базу,-,
для,-,
полювання,-,
на,-,
китів,-,
у,-,
Тихому,-,LOC
океані,-,LOC
.,-,
Він,-,
також,-,
склав,-,
перші,-,
точні,-,
навігаційні,-,
карти,-,
островів,-,
.,-,
Китобої,-,
",",-,
що,-,
почали,-,
висаджуватися,-,
тут,-,
",",-,
вбивали,-,
і,-,
захоплювали,-,
тисячі,-,
черепах,-,
",",-,
полюючи,-,
на,-,
них,-,
заради,-,
їхнього,-,
жиру,-,
.,-,
Великих,-,
сухопутних,-,
також,-,
брали,-,
на,-,
кораблі,-,
заради,-,
свіжого,-,
мяса,-,
",",-,
оскільки,-,
ці,-,
тварини,-,
могли,-,
жити,-,
протягом,-,
кількох,-,
місяців,-,
без,-,
води,-,
та,-,
їжі,-,
.,-,
Полювання,-,
на,-,
черепах,-,
призвело,-,
до,-,
значного,-,
зменшення,-,
популяції,-,
та,-,
знищення,-,
деяких,-,
видів,-,
.,-,
Разом,-,
з,-,
китобоями,китобоями | I-LOC,
на,-,
острови,-,
прибули,-,
мисливці,-,
на,-,
котиків,-,
",",-,
які,-,
теж,-,
майже,-,
знищили,-,
популяцію,-,
цих,-,
тварин,-,
.,-,
Еквадор,Еквадор | I-LOC,LOC
анексував,-,
Галапагоські,-,LOC
острови,острови | I-LOC,LOC
12,-,
лютого,-,
1832,-,
року,-,
і,-,
назвав,-,
їх,-,
Еквадорським,-,LOC
архіпелагом,-,LOC
.,-,
Цю,-,
назву,-,
використовували,-,
поруч,-,
з,-,
кількома,-,
іншими,-,
назвами,-,
",",-,
зрідка,-,
й,-,
досі,-,
використовують,-,
для,-,
посилання,-,
на,-,
архіпелаг,-,
.,-,
Перший,-,
губернатор,-,
Галапагосу,Галапагосу | I-LOC,LOC
",",-,
генерал,-,
Хосе,Хосе | I-PER,
де,де | I-PER,
Віяміл,Віяміл | I-PER,
",",-,
перевіз,-,
сюди,-,
групу,-,
каторжників,-,
",",-,
щоб,-,
заселити,-,
острів,-,
Флореана,Флореана | I-LOC,LOC
",",-,
а,-,
в,-,
жовтні,-,
1832,-,
року,-,
до,-,
них,-,
приєдналися,-,
деякі,-,
ремісники,-,
та,-,
фермери,-,
.,-,
Під,-,
час,-,
другої,-,
подорожі,-,
«,-,
Бігля,-,
»,-,
дослідницький,-,
корабель,-,
під,-,
керівництвом,-,
капітана,-,
Роберта,Роберта | I-PER,
Фіцроя,Фіцроя | I-PER,
прибув,-,
на,-,
острови,-,
15,-,
вересня,-,
1835,-,
року,-,
з,-,
метою,-,
розвідати,-,
підходи,-,
до,-,
гаваней,-,
.,-,
Капітан,-,
та,-,
інші,-,
члени,-,
експедиції,-,
",",-,
зокрема,-,
його,-,
компаньйон,-,
",",-,
молодий,-,
натураліст,-,
Чарльз,Чарльз | I-PER,
Дарвін,Дарвін | I-PER,
",",-,
провели,-,
наукові,-,
дослідження,-,
геології,-,
і,-,
біології,-,
на,-,
чотирьох,-,
з,-,
тринадцяти,-,
основних,-,
островів,-,
",",-,
після,-,
чого,-,
20,-,
жовтня,-,
продовжили,-,
навколосвітню,-,
подорож,-,
.,-,
Дарвін,Дарвін | I-PER,
відмітив,-,
",",-,
що,-,
зяблики,-,
різних,-,
островів,-,
відрізняються,-,
між,-,
собою,-,
",",-,
а,-,
губернатор,-,
тюремної,-,
колонії,-,
на,-,
острові,-,
Чарльз,Чарльз | I-PER,
розповів,-,
йому,-,
",",-,
що,-,
черепахи,-,
також,-,
різнилися,-,
від,-,
острова,-,
до,-,
острова,-,
.,-,
У,-,
кінці,-,
подорожі,-,
Дарвін,Дарвін | I-PER,
дійшов,-,
висновку,-,
",",-,
що,-,
ці,-,
факти,-,
",",-,
можливо,-,
",",-,
«,-,
підривають,-,
стабільність,-,
видів,-,
»,-,
.,-,
Коли,-,
після,-,
повернення,-,
до,-,
Англії,Англії | I-LOC,LOC
він,-,
проаналізував,-,
зразки,-,
птахів,-,
",",-,
стало,-,
зрозуміло,-,
",",-,
що,-,
багато,-,
зовнішньо,-,
різних,-,
видів,-,
птахів,-,
були,-,
лише,-,
різновидами,-,
зябликів,-,
",",-,
що,-,
на,-,
різних,-,
островах,-,
виглядали,-,
зовсім,-,
по,-,
різному,-,
.,-,
Ці,-,
факти,-,
стали,-,
важливими,-,
віхами,-,
в,-,
розробці,-,
Дарвіном,Дарвіном | I-PER,
його,-,
теорії,-,
природного,-,
відбору,-,
як,-,
пояснення,-,
еволюції,-,
",",-,
яку,-,
він,-,
опублікував,-,
у,-,
своїй,-,
відомій,-,
роботі,-,
«,-,
Походження,-,
видів,-,
»,-,
.,-,
Наприкінці,-,
19,-,
-,-,
го,-,
століття,-,
Хосе,Хосе | I-PER,
Валдісан,Валдісан | I-PER,
і,-,
Мануель,Мануель | I-PER,
Хуліан,Хуліан | I-PER,
Кобос,Кобос | I-PER,
провели,-,
нову,-,
спробу,-,
колонізації,-,
островів,-,
",",-,
організували,-,
збирання,-,
знайденого,-,
на,-,
островах,-,
лишайника,-,
виду,-,
(,-,
Roccella,-,
portentosa,-,
),-,
",",-,
що,-,
використовувався,-,
для,-,
отримання,-,
барвника,-,
.,-,
Після,-,
вбивства,-,
Валдісана,Валдісана | I-PER,
одним,-,
з,-,
його,-,
працівників,-,
Кобос,Кобос | I-PER,
привіз,-,
з,-,
континенту,-,
нову,-,
групу,-,
з,-,
більш,-,
ніж,-,
сотні,-,
працівників,-,
до,-,
острова,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Крістобаль,Крістобаль | I-LOC,LOC
і,-,
спробував,-,
розпочати,-,
вирощування,-,
цукрової,-,
тростини,-,
.,-,
Він,-,
дуже,-,
жорстоко,-,
поводився,-,
зі,-,
своїми,-,
робітниками,-,
",",-,
тож,-,
повторив,-,
долю,-,
Валдісана,-,
і,-,
був,-,
убитий,-,
в,-,
1904,-,
році,-,
.,-,
Починаючи,-,
з,-,
1897,-,
року,-,
",",-,
Антоніо,Антоніо | I-PER,
Гіл,Гіл | I-PER,
заснував,-,
нову,-,
плантацію,-,
на,-,
острові,-,
Ісабела,Ісабела | I-LOC,LOC
.,-,
В,-,
1898,-,
році,-,
тут,-,
працювала,-,
Галапагоська,-,
експедиція,-,
Хопкінса,Хопкінса | I-PER,
-,-,
Стенфорда,Стенфорда | I-PER,
",",-,
надіслана,-,
Зоологічним,-,
факультетом,-,
Стенфордського,Стенфордського | I-ORG,LOC
університету,університету | I-ORG,
",",-,
а,-,
починаючи,-,
з,-,
вересня,-,
1904,-,
року,-,
—,-,
експедиція,-,
Каліфорнійської,Каліфорнійської | I-ORG,LOC
академії,академії | I-ORG,
наук,наук | I-ORG,
під,-,
керівництвом,-,
Ролло,Ролло | I-PER,
Бека,Бека | I-PER,
",",-,
яка,-,
залишалася,-,
на,-,
островах,-,
протягом,-,
цілого,-,
року,-,
",",-,
збираючи,-,
науковий,-,
матеріал,-,
з,-,
геології,-,
",",-,
ентомології,-,
",",-,
орнітології,-,
",",-,
ботаніки,-,
",",-,
зоології,-,
і,-,
герпентології,-,
.,-,
Інша,-,
експедиція,-,
цієї,-,
Академії,-,
під,-,
керівництвом,-,
Темплетона,Темплетона | I-PER,
Крокера,Крокера | I-PER,
відвідала,-,
острови,-,
у,-,
1932,-,
році,-,
з,-,
метою,-,
збору,-,
рослин,-,
",",-,
комах,-,
",",-,
риб,-,
",",-,
птахів,-,
",",-,
тварин,-,
та,-,
їх,-,
скелетів,-,
і,-,
скамянілостей,-,
.,-,
Протягом,-,
другої,-,
світової,-,
війни,-,
Еквадор,Еквадор | I-LOC,LOC
уповноважив,-,
США,США | I-LOC,LOC
встановити,-,
військово,-,
-,-,
морську,-,
базу,-,
на,-,
острові,-,
Бальтра,Бальтра | I-LOC,LOC
і,-,
радарні,-,
станції,-,
на,-,
інших,-,
стратегічних,-,
точках,-,
.,-,
У,-,
1946,-,
році,-,
на,-,
острові,-,
Ісабела,Ісабела | I-LOC,LOC
була,-,
організована,-,
колонія,-,
для,-,
злочинців,-,
",",-,
але,-,
вона,-,
була,-,
розформована,-,
в,-,
1959,-,
році,-,
.,-,
У,-,
1953,-,
році,-,
на,-,
островах,-,
побував,-,
Тур,Тур | I-PER,
Хеєрдал,Хеєрдал | I-PER,
у,-,
пошуках,-,
спадщини,-,
інків,-,
.,. | I-PER,
Приблизно,-,
з,-,
цього,-,
часу,-,
природоохоронні,-,
заходи,-,
на,-,
островах,-,
стали,-,
ефективнішими,-,
.,-,
У,-,
1978,-,
році,-,
острови,-,
були,-,
внесені,-,
до,-,
списку,-,
Світової,-,
спадщини,-,
ЮНЕСКО,ЮНЕСКО | I-ORG,
",",-,
а,-,
в,-,
1985,-,
році,-,
—,-,
до,-,
списку,-,
біосферних,-,
заповідників,-,
міжнародного,-,
значення,-,
.,-,
Адміністративно,-,
на,-,
Галапагоських,-,LOC
островах,-,LOC
розташована,-,
еквадорська,еквадорська | I-LOC,
провінція,-,
Галапагос,Галапагос | I-LOC,LOC
.,-,
Її,-,
столиця,-,
—,-,
Пуерто,Пуерто | I-LOC,LOC
-,- | I-LOC,LOC
Бакерісо,Бакерісо | I-LOC,LOC
-,-,LOC
Морено,Морено | I-LOC,LOC
.,-,
Провінція,-,
поділена,-,
на,-,
3,-,
кантони,-,
:,-,
Зараз,-,
населені,-,
пять,-,
островів,-,
архіпелагу,-,
:,-,
Бальтра,-,LOC
",",-,
Флореана,-,LOC
",",-,
Ісабела,-,LOC
",",-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Крістобаль,Крістобаль | I-LOC,LOC
і,-,
Санта,Санта | I-LOC,LOC
-,- | I-LOC,LOC
Крус,Крус | I-LOC,LOC
.,-,
На,-,
кожному,-,
з,-,
цих,-,
островів,-,
лише,-,
частина,-,
території,-,
відведена,-,
для,-,
людської,-,
діяльності,-,
",",-,
зазвичай,-,
території,-,
в,-,
центральній,-,
частині,-,
островів,-,
та,-,
окремі,-,
ділянки,-,
на,-,
узбережжі,-,
",",-,
необхідні,-,
для,-,
пристаней,-,
.,-,
Галапагоські,-,LOC
острови,-,LOC
—,-,
одне,-,
з,-,
небагатьох,-,
місць,-,
на,-,
Землі,-,
без,-,
корінного,-,
населення,-,
.,-,
Найбільша,-,
етнічна,-,
група,-,
на,-,
островах,-,
—,-,
еквадорські,-,
метиси,-,
—,-,
суміш,-,
нащадків,-,
іспанських,-,
колоністів,-,
із,-,
південноамериканськими,-,
індіанцями,-,
",",-,
переважно,-,
ці,-,
поселенці,-,
прибули,-,
на,-,
Галапагоські,Галапагоські | I-LOC,LOC
острови,острови | I-LOC,LOC
у,-,
другій,-,
половині,-,
20,-,
-,-,
го,-,
століття,-,
з,-,
континентальної,-,
частини,-,
Еквадору,Еквадору | I-LOC,LOC
.,-,
У,-,
1959,-,
році,-,
",",-,
одразу,-,
після,-,
заснування,-,
Національного,-,
парку,-,
Галапагос,-,LOC
",",-,
постійне,-,
населення,-,
острова,-,
становило,-,
від,-,
1,-,
.,-,
до,-,
2,-,
.,-,
мешканців,-,
.,-,
У,-,
1972,-,
році,-,
був,-,
проведений,-,
перепис,-,
населення,-,
",",-,
за,-,
ним,-,
на,-,
той,-,
час,-,
на,-,
архіпелазі,-,
числилося,-,
вже,-,
3,-,
488,-,
жителів,-,
.,-,
До,-,
1980,-,
-,-,
х,-,
років,-,
населення,-,
значно,-,
зросло,-,
",",-,
досягнувши,-,
15,-,
.,-,
",",-,
а,-,
в,-,
2006,-,
році,-,
за,-,
приблизними,-,
підрахунками,-,
на,-,
островах,-,
налічувалося,-,
близько,-,
30,-,
.,-,
мешканців,-,
