words,ents,anns
Гірин,Гірин | I-LOC,LOC
",",-,
Харбін,Харбін | I-LOC,LOC
",",-,
Цзямуси,Цзямуси | I-LOC,LOC
.,-,
"""",-,
Дон,-,LOC
"""",-,
(,-,
"""",-,
Дін,-,LOC
"""",-,
;,-,
;,-,
від,-,
скіфсько,-,
-,-,
сарматської,-,
основи,-,
"""",-,
dānu,-,
",",-,
"""",-,
в,-,
значенні,-,
«,-,
вода,-,
»,» | I-ORG,
",",-,
«,« | I-ORG,
річка,-,
»,-,
"""",-,
Абаев,-,
В,В | I-ORG,
.,. | I-ORG,
И,И | I-ORG,
.,. | I-ORG,
"""",-,
Историко,-,
-,-,
этимологический,-,
словарь,-,
осетинского,-,
языка,-,
.,-,
Т,Т | I-ORG,
.,. | I-ORG,
1,-,
.,-,
М,М | I-PER,
.,. | I-PER,
—,-,
Л,Л | I-PER,
.,-,
:,-,
Изд,-,
-,-,
во,-,
АН,АН | I-ORG,
СССР,-,
",",-,
1958,-,
.,-,
С,С | I-PER,
.,. | I-PER,
366,-,
–,-,
367,-,
.,-,
;,-,
у,-,
стародавніх,-,
греків,-,
—,-,
Гіргіс,-,
"""",-,
Гуапоре,-,LOC
"""",-,
(,-,
),-,
або,-,
Ітенес,-,
(,-,
),-,
—,-,
річка,-,
на,-,
заході,-,
Бразилії,Бразилії | I-LOC,LOC
та,-,
на,-,
кордоні,-,
Бразивії,Бразивії | I-LOC,LOC
з,-,
Болівією,Болівією | I-LOC,LOC
",",-,
права,-,
притока,-,
річки,-,
Маморе,-,LOC
",",-,
басейну,-,
річок,-,
Мадейра,-,LOC
→,-,
Амазонка,Амазонка | I-LOC,LOC
.,-,
Починається,-,
в,-,
бразильському,бразильському | I-LOC,
штаті,штаті | I-LOC,
Мату,Мату | I-LOC,LOC
-,- | I-LOC,LOC
Гросу,Гросу | I-LOC,LOC
за,-,
150,-,
км,-,
на,-,
північний,-,
схід,-,
від,-,
міста,-,
Понтіс,Понтіс | I-LOC,LOC
-,-,
і,-,
-,-,
Ласерда,-,LOC
.,-,
У,-,
верхній,-,
течії,-,
тече,-,
на,-,
захід,-,
близько,-,
120,-,
км,-,
",",-,
де,-,
біля,-,
міста,-,
Віла,Віла | I-LOC,LOC
-,- | I-LOC,LOC
Бела,Бела | I-LOC,LOC
-,- | I-LOC,LOC
ді,ді | I-LOC,LOC
-,-,LOC
Сантісіма,-,LOC
-,-,LOC
Трінідіджі,-,LOC
до,-,
неї,-,
вливається,-,
річка,-,
Ріо,Ріо | I-LOC,LOC
-,- | I-LOC,LOC
Алегре,Алегре | I-LOC,LOC
.,-,
Потім,-,
Гуапоре,-,LOC
повертає,-,
північніше,-,
",",-,
та,-,
протягом,-,
180,-,
км,-,
служить,-,
кордоном,-,
бразильськіх,-,
штатів,-,
Мату,Мату | I-LOC,LOC
-,- | I-LOC,LOC
Гросу,Гросу | I-LOC,LOC
і,-,
Рондонія,Рондонія | I-LOC,LOC
та,-,
болівійських,-,
департаментів,-,
Санта,Санта | I-LOC,LOC
-,- | I-LOC,LOC
Крус,Крус | I-LOC,LOC
і,-,
Бені,Бені | I-PER,LOC
.,. | I-PER,
Вливається,-,
в,-,
річку,-,
Маморе,Маморе | I-LOC,LOC
біля,-,
міста,-,
Сорпреса,Сорпреса | I-LOC,LOC
.,-,
Довжина,-,
річки,-,
становить,-,
",",-,
за,-,
іншими,-,
даними,-,
—,-,
.,-,
Площа,-,
басейну,-,
—,-,
.,-,
Середньорічний,-,
стік,-,
—,-,
(,-,
район,-,
=,-,
Оймяконський,-,LOC
",",-,
Момський,-,LOC
",",-,
Абийський,-,LOC
та,-,
Аллаїховський,-,LOC
улуси,-,
),-,
"""",-,
Сенегал,-,LOC
",",-,
Сенеґал,-,LOC
"""",-,
(,-,
),-,
—,-,
річка,-,
у,-,
Західній,Західній | I-LOC,LOC
Африці,Африці | I-LOC,LOC
",",-,
в,-,
межах,-,
Гвінеї,Гвінеї | I-LOC,LOC
",",-,
Малі,Малі | I-LOC,LOC
і,-,
на,-,
кордоні,-,
Мавританії,Мавританії | I-LOC,LOC
та,-,
Сенегалу,Сенегалу | I-LOC,LOC
.,-,
Довжина,-,
річки,-,
Сенегал,Сенегал | I-LOC,LOC
—,-,
1430,-,
км,-,
",",-,
площа,-,
басейну,-,
—,-,
441,-,
.,-,
км,-,
²,-,
(,-,
існують,-,
інші,-,
дані,-,
",",-,
в,-,
залежності,-,
від,-,
того,-,
",",-,
де,-,
починають,-,
рахувати,-,
витік,-,
),-,
.,-,
Сенегал,Сенегал | I-LOC,LOC
бере,-,
свій,-,
початок,-,
на,-,
плато,-,
Фута,-,LOC
-,-,LOC
Джалон,-,LOC
(,-,
де,-,
має,-,
назву,-,
Бафінґ,-,LOC
),-,
",",-,
після,-,
злиття,-,
з,-,
річкою,-,
"""",-,
Бакой,-,LOC
"""",-,
одержує,-,
назву,-,
Сенегал,Сенегал | I-LOC,LOC
.,-,
У,-,
верхівї,-,
річка,-,
—,-,
порожиста,порожиста | I-LOC,
",",-,
нижче,-,
має,-,
рівнинний,-,
характер,-,
.,-,
Нижня,-,
течія,-,
Сенегалу,Сенегалу | I-LOC,LOC
є,-,
природним,-,
кордоном,-,
між,-,
Сенегалом,Сенегалом | I-LOC,LOC
і,-,
Мавританією,-,LOC
.,-,
Впадає,-,
в,-,
Атлантичний,Атлантичний | I-LOC,LOC
океан,-,LOC
",",-,
утворюючи,-,
дельту,-,
площею,-,
бл,-,
.,-,
1500,-,
км,-,
²,-,
;,-,
у,-,
гирлі,-,
—,-,
бар,-,
.,-,
Файл:ISS002,-,
-,-,
E,-,
-,-,
5456,-,
2,-,
.,-,
JPG,-,
|,-,
thumb,-,
|,-,
left,-,
|,-,
185px,-,
|,-,
"""",-,
Фотографія,-,
з,-,
супутника,-,
NASA,-,
басейн,-,
річки,-,
|,-,
басейну,-,
річки,-,
Сенегал,Сенегал | I-LOC,LOC
"""",-,
Живлення,-,
Сенегалу,Сенегалу | I-LOC,LOC
переважно,-,
дощове,-,
.,-,
Головні,-,
притоки,-,
:,-,
Фалем,-,LOC
",",-,
Каракоро,-,LOC
і,-,
Горгол,-,LOC
.,-,
Характерні,-,
коливання,-,
витрат,-,
води,-,
—,-,
від,-,
5,-,
.,-,
м,-,
³,-,
/,-,
с,-,
у,-,
дощовий,-,
період,-,
до,-,
5,-,
м,-,
³,-,
/,-,
с,-,
у,-,
посушливий,-,
.,-,
Під,-,
час,-,
сезону,-,
дощів,-,
Сенегал,Сенегал | I-LOC,LOC
стає,-,
судноплавним,-,
—,-,
до,-,
міста,-,
Каєс,Каєс | I-LOC,LOC
.,-,
На,-,
річці,-,
розташовані,-,
ГЕСи,-,
.,-,
По,-,
всій,-,
течії,-,
Сенегалу,Сенегалу | I-LOC,LOC
активним,-,
є,-,
рибальство,-,
.,-,
В,-,
естуарії,-,
розташоване,-,
сенегальське,-,
портове,-,
місто,-,
Сен,Сен | I-LOC,LOC
-,- | I-LOC,LOC
Луї,Луї | I-LOC,LOC
.,-,
З,-,
1972,-,
року,-,
на,-,
основі,-,
міждержавної,-,
угоди,-,
Малі,Малі | I-LOC,LOC
",",-,
Сенегалу,Сенегалу | I-LOC,LOC
та,-,
Мавританії,Мавританії | I-LOC,LOC
здійснюються,-,
заходи,-,
з,-,
врегулювання,-,
стоку,-,
Сенегалу,Сенегалу | I-LOC,LOC
та,-,
комплексному,-,
використанню,-,
його,-,
вод,-,
",",-,
зокрема,-,
для,-,
спільного,-,
управління,-,
басейном,-,
трьома,-,
названими,-,
державами,-,
створено,-,
Організацію,-,
з,-,
вимірювання,-,
і,-,
оцінки,-,
річки,-,
Сенегал,Сенегал | I-LOC,LOC
(,-,
"""",-,
Ломамі,-,LOC
"""",-,
(,-,
Lomami,-,
),-,
—,-,
річка,-,
в,-,
Центральній,Центральній | I-LOC,LOC
Африці,Африці | I-LOC,LOC
",",-,
в,-,
Демократичній,Демократичній | I-LOC,LOC
Республіці,Республіці | I-LOC,LOC
Конго,Конго | I-LOC,LOC
",",-,
ліва,-,
притока,-,
річки,-,
Конго,Конго | I-LOC,LOC
.,-,
Довжина,-,
близько,-,
1,-,
500,-,
км,-,
",",-,
площа,-,
басейну,-,
110,-,
тисяч,-,
км,-,
²,-,
.,-,
Бере,-,
початок,-,
на,-,
плато,-,
Катанга,-,LOC
",",-,
тече,-,
на,-,
північ,-,
",",-,
глибоко,-,
врізаючись,-,
в,-,
піщані,-,
плато,-,
і,-,
утворюючи,-,
численні,-,
водоспади,-,
.,-,
Підйом,-,
води,-,
з,-,
вересня,-,
по,-,
квітень,-,
",",-,
в,-,
сезон,-,
дощів,-,
.,-,
Судноплавна,-,
на,-,
330,-,
км,-,
від,-,
гирла,-,
.,-,
Найбільшими,-,
населеними,-,
пунктами,-,
на,-,
річці,-,
є,-,
Лубао,-,LOC
",",-,
Тшофа,-,LOC
",",-,
Комбе,-,LOC
",",-,
Болаіті,-,LOC
.,-,
"""",-,
Ґодаварі,-,LOC
"""",-,
(,-,
",",-,
телугу,-,
:,-,
గోదావరి,-,
),-,
—,-,
річка,-,
у,-,
південно,-,
-,-,
західній,-,
Індії,Індії | I-LOC,LOC
",",-,
одна,-,
з,-,
найбільших,-,
за,-,
стоком,-,
та,-,
довжиною,-,
річок,-,
країни,-,
.,-,
Вона,Вона | I-PER,
бере,-,
початок,-,
у,-,
міста,-,
Трімбак,Трімбак | I-LOC,LOC
в,-,
штаті,-,
Махараштра,Махараштра | I-LOC,LOC
",",-,
тече,-,
на,-,
схід,-,
через,-,
штати,-,
Махараштра,Махараштра | I-LOC,LOC
і,-,
Андхра,Андхра | I-LOC,LOC
-,- | I-LOC,LOC
Прадеш,Прадеш | I-LOC,LOC
та,-,
впадає,-,
в,-,
Бенгальську,-,LOC
затоку,-,LOC
біля,-,
міста,-,
Раджамандрі,Раджамандрі | I-LOC,LOC
.,-,
Ґодаварі,Ґодаварі | I-PER,LOC
—,-,
священна,-,
для,-,
індусів,-,
річка,-,
",",-,
на,-,
її,-,
берегах,-,
знаходиться,-,
кілька,-,
центрів,-,
паломництва,-,
.,-,
Хоча,-,
річка,-,
бере,-,
початок,-,
всього,-,
за,-,
80,-,
км,-,
від,-,
Аравійського,-,LOC
моря,-,LOC
",",-,
на,-,
східних,-,
схилах,-,
Західних,-,LOC
Ґат,Ґат | I-LOC,LOC
",",-,
її,-,
води,-,
проходять,-,
1465,-,
км,-,
",",-,
перетинаючи,-,
плато,-,
Декан,-,LOC
",",-,
щоб,-,
досягти,-,
Бенгальської,-,LOC
затоки,-,LOC
",",-,
до,-,
якого,-,
Ґодаварі,-,LOC
впадає,-,
",",-,
розділяючись,-,
на,-,
два,-,
рукави,-,
",",-,
утворюючи,-,
спільну,-,
дельту,-,
з,-,
річкою,-,
Крішна,Крішна | I-LOC,LOC
.,-,
Небагато,-,
вище,-,
за,-,
місто,-,
Раджамундрі,Раджамундрі | I-LOC,LOC
побудована,-,
дамба,-,
",",-,
що,-,
забезпечує,-,
воду,-,
для,-,
зрошування,-,
і,-,
вироблення,-,
електроенергії,-,
.,-,
В,-,
цілому,-,
",",-,
більша,-,
частина,-,
води,-,
річки,-,
забирається,-,
для,-,
зрошування,-,
.,-,
ліві,-,
:,-,
Стривігор,-,LOC
",",-,
Верещиця,Верещиця | I-LOC,LOC
",",-,
Гнила,Гнила | I-LOC,LOC
Липа,Липа | I-LOC,LOC
",",-,
Золота,Золота | I-LOC,LOC
Липа,Липа | I-LOC,LOC
",",-,
Стрипа,Стрипа | I-LOC,LOC
",",-,
Серет,Серет | I-LOC,LOC
",",-,
Нічлава,Нічлава | I-LOC,LOC
",",-,
Дзвіна,Дзвіна | I-LOC,LOC
",",-,
Збруч,Збруч | I-LOC,LOC
",",-,
Жванчик,Жванчик | I-LOC,LOC
",",-,
Смотрич,Смотрич | I-LOC,LOC
",",-,
Ушиця,Ушиця | I-LOC,LOC
",",-,
Лядова,Лядова | I-LOC,LOC
",",-,
Ягорлик,Ягорлик | I-LOC,LOC
",",-,
Кучурган,-,LOC
(,-,
підпис,-,
=,-,
річка,-,
Бенуе,-,LOC
на,-,
південний,-,
схід,-,
від,-,
м.Джімета,м.Джімета | I-LOC,LOC
(,-,
Jimeta,-,
),-,
",",-,
Нігерія,Нігерія | I-LOC,LOC
),-,
"""",-,
Вятка,-,LOC
"""",-,
/,-,
/,-,
Атлас,-,
світу,-,
.,-,
—,-,
К,К | I-PER,
.,-,
:,-,
ДНВП,-,
«,-,
Картографія,-,
»,» | I-ORG,
",",-,
2005,-,
.,-,
—,-,
336,-,
с,-,
.,-,
ISBN,-,
966,-,
-,-,
631,-,
-,-,
546,-,
-,-,
7,-,
(,-,
також,-,
"""",-,
Вятка,-,LOC
"""",-,
;,-,
",",-,
",",-,
",",-,
",",-,
",",-,
"""",-,
Фрейзер,Фрейзер | I-PER,LOC
"""",-,
(,-,
),-,
—,-,
найдовша,-,
річка,-,
провінції,-,
Британська,Британська | I-LOC,LOC
Колумбія,Колумбія | I-LOC,LOC
",",-,
Канада,Канада | I-LOC,LOC
.,-,
Середньорічний,-,
стік,-,
3,-,
550,-,
м,-,
³,-,
/,-,
с,-,
.,-,
Площа,-,
басейну,-,
220,-,
.,-,
км,-,
²,-,
.,-,
Бере,-,
початок,-,
в,-,
льодовикових,-,
горах,-,
Йеллоугед,-,LOC
Пась,-,LOC
",",-,
Скелясті,-,LOC
гори,-,LOC
.,-,
Впадає,-,
у,-,
річку,-,
Нечако,Нечако | I-LOC,LOC
біля,-,
міста,-,
Прінс,Прінс | I-LOC,LOC
-,-,LOC
Джордж,Джордж | I-LOC,LOC
.,-,
Річка,Річка | I-PER,
Томпсон,Томпсон | I-PER,LOC
впадає,-,
у,-,
річку,-,
Фрейзер,Фрейзер | I-LOC,LOC
у,-,
містечку,-,
Літтон,Літтон | I-LOC,LOC
.,-,
Після,-,
цього,-,
Фрейзер,Фрейзер | I-PER,LOC
протікає,-,
серед,-,
гір,-,
Берегового,-,LOC
хребта,-,LOC
(,-,
),-,
по,-,
Каньйону,-,LOC
Фрейзер,Фрейзер | I-LOC,LOC
(,-,
),-,
довжиною,-,
270,-,
кілометрів,-,
",",-,
а,-,
потім,-,
тече,-,
в,-,
долині,-,
Фрейзер,Фрейзер | I-PER,LOC
Валлі,Валлі | I-PER,LOC
(,-,
Файл:MtskhetaMtkvariAragvi.jpg,-,
|,-,
thumb,-,
|,-,
250px,-,
|,-,
right,-,
|,-,
Злиття,-,
річок,-,
Арагва,-,LOC
і,-,
Мткварі,-,LOC
(,-,
Кура,Кура | I-ORG,LOC
),) | I-ORG,
",",-,
Мцхета,Мцхета | I-LOC,LOC
.,-,
Файл:KuraRiver.jpg,-,
|,-,
thumb,-,
|,-,
250px,-,
|,-,
right,-,
|,-,
Напівпустельний,-,
ландшафт,-,
біля,-,
Вардзіа,Вардзіа | I-LOC,LOC
.,-,
"""",-,
Крішна,-,LOC
"""",-,
(,-,
на,-,
санскрите,-,
означає,-,
«,-,
темна,-,
»,-,
),-,
",",-,
також,-,
називається,-,
"""",-,
Крішнавені,-,LOC
"""",-,
—,-,
одна,-,
з,-,
найдовших,-,
річок,-,
Індії,Індії | I-LOC,LOC
(,-,
довжина,-,
близько,-,
1300,-,
км,-,
),-,
.,-,
Бере,-,
початок,-,
біля,-,
містечка,-,
Махабалесвар,Махабалесвар | I-LOC,LOC
у,-,
штаті,-,
Махараштра,Махараштра | I-LOC,LOC
",",-,
впадає,-,
в,-,
Бенгальська,-,LOC
затока,-,LOC
біля,-,
села,-,
Хамасаладееві,Хамасаладееві | I-LOC,LOC
в,-,
штаті,-,
Андхра,Андхра | I-LOC,LOC
-,- | I-LOC,LOC
Прадеш,Прадеш | I-LOC,LOC
.,-,
Річка,-,
також,-,
протікає,-,
через,-,
штат,-,
Карнатака,Карнатака | I-LOC,LOC
.,-,
Дельта,-,
річки,-,
—,-,
один,-,
з,-,
найбільш,-,
родючих,-,
районів,-,
Індії,Індії | I-LOC,LOC
",",-,
тут,-,
були,-,
резиденції,-,
древніх,-,
царів,-,
Сатавахана,-,LOC
і,-,
Ікшваку,Ікшваку | I-LOC,LOC
.,-,
На,-,
річці,-,
розташоване,-,
місто,-,
Амаравати,Амаравати | I-LOC,LOC
.,-,
Легендарний,-,
джерело,-,
річки,-,
бє,-,
ключем,-,
з,-,
рота,-,
статуї,-,
корови,-,
в,-,
древньому,-,
храмі,-,
",",-,
присвяченому,-,
Шиві,-,
в,-,
Махабалешваре,Махабалешваре | I-PER,LOC
.,-,
Легенда,-,
свідчить,-,
",",-,
що,-,
в,-,
цю,-,
річку,-,
звернувся,-,
Вішну,Вішну | I-PER,LOC
в,-,
результаті,-,
прокляття,-,
",",-,
яке,-,
Савитр,Савитр | I-PER,LOC
послав,-,
на,-,
Тримурти,Тримурти | I-LOC,LOC
.,-,
За,-,
легендою,-,
",",-,
притоки,-,
Крішни,-,LOC
Венна,-,LOC
і,-,
Кояна,-,LOC
—,-,
це,-,
самі,-,
Шива,-,
і,-,
Брахма,Брахма | I-PER,
.,. | I-PER,
Цікаво,Цікаво | I-PER,
відзначити,-,
",",-,
що,-,
ще,-,
4,-,
інші,-,
річки,-,
витікають,-,
з,-,
рота,-,
корови,-,
",",-,
і,-,
вони,-,
до,-,
впадіння,-,
в,-,
річку,-,
Крішна,-,LOC
протікають,-,
певну,-,
відстань,-,
.,-,
Ці,-,
річки,-,
—,-,
Кояна,-,LOC
",",-,
Венна,-,LOC
(,-,
Вені,-,LOC
),-,
",",-,
Савітрі,Савітрі | I-LOC,LOC
і,-,
Гаятри,-,LOC
.,-,
В,-,
даний,-,
час,-,
річка,-,
переживає,-,
екологічну,-,
катастрофу,-,
",",-,
в,-,
сезон,-,
мусон,-,
ів,-,
(,-,
червень,-,
-,-,
серпень,-,
),-,
річка,-,
викликає,-,
сильну,-,
ерозію,-,
ґрунту,-,
",",-,
в,-,
цей,-,
час,-,
протягом,-,
річки,-,
стає,-,
швидким,-,
і,-,
бурхливим,-,
і,-,
річка,-,
забирає,-,
родючий,-,
ґрунт,-,
зі,-,
штатів,-,
Махараштра,Махараштра | I-LOC,LOC
",",-,
Карнатака,Карнатака | I-LOC,LOC
і,-,
Андхра,Андхра | I-LOC,LOC
-,- | I-LOC,LOC
Прадеш,Прадеш | I-LOC,LOC
в,-,
район,-,
своєї,-,
дельти,-,
.,-,
Серед,-,
трьох,-,
приток,-,
річки,-,
Крішна,-,LOC
найбільшим,-,
є,-,
права,-,
притока,-,
Гунгабхадра,-,LOC
.,-,
"""",-,
Нармада,-,LOC
"""",-,
",",-,
або,-,
"""",-,
Нарбада,-,LOC
"""",-,
(,-,
),-,
—,-,
одна,-,
зі,-,
священних,-,
річок,-,
Індії,Індії | I-LOC,LOC
.,-,
Витік,-,
Нармади,-,LOC
знаходиться,-,
в,-,
центральній,-,
Індії,Індії | I-LOC,LOC
",",-,
вона,-,
впадає,-,
в,-,
Аравійське,-,LOC
море,-,LOC
.,-,
Загальна,-,
довжина,-,
Нармади,-,LOC
становить,-,
1,-,
312,-,
кмSharad,-,
K,-,
.,-,
Jain,Jain | I-PER,
",",-,
Pushpendra,-,
K,-,
.,-,
Agarwal,Agarwal | I-PER,
",",-,
Vijay,-,
P,-,
.,-,
Singh,Singh | I-PER,
:,-,
"""",-,
Hydrology,-,
and,-,
water,-,
resources,resources | I-ORG,
of,-,
India,-,
"""",-,
.,-,
New,-,
York,York | I-ORG,
2007,-,
",",-,
p,-,
.,-,
513,-,
-,-,
559,-,
.,-,
Площа,-,
басейну,-,
близько,-,
102,-,
.,-,
км,-,
²,-,
",",-,
середня,-,
витрата,-,
води,-,
1,-,
260,-,
м,-,
³,-,
/,-,
сГеографический,-,
энциклопедический,-,
словарь,-,
.,-,
Москва,Москва | I-LOC,LOC
.,-,
«,-,
Советская,-,
энциклопедия,-,
»,-,
.,-,
1989,-,
.,-,
стор,-,
.,-,
330,-,
"""",-,
Оттава,Оттава | I-ORG,LOC
"""",""" | I-ORG",
(,-,
",",-,
),-,
—,-,
найдовша,-,
річка,-,
у,-,
провінціях,-,
Квебек,Квебек | I-LOC,LOC
і,-,
Онтаріо,Онтаріо | I-LOC,LOC
",",-,
Канада,Канада | I-LOC,LOC
.,-,
Середньорічний,-,
стік,-,
1,-,
950,-,
м,-,
³,-,
/,-,
с,-,
.,-,
Сточище,-,
146,-,
300,-,
км,-,
²,-,
.,-,
Беручи,-,
початок,-,
на,-,
озері,-,
Капімичіґама,-,LOC
у,-,
Лаврентійських,Лаврентійських | I-LOC,LOC
горах,-,LOC
",",-,
річка,-,
тече,-,
до,-,
озера,-,
Тіміскамінг,-,LOC
",",-,
відтак,-,
—,-,
до,-,
міст,-,
Гатіно,Гатіно | I-LOC,LOC
і,-,
Оттава,Оттава | I-LOC,LOC
через,-,
"""",-,
водоспад,-,
Шодьє,-,LOC
"""",-,
.,-,
Річки,-,
Рідо,-,LOC
(,-,
),-,
і,-,
Гатіно,Гатіно | I-LOC,LOC
(,-,
),-,
впадають,-,
у,-,
р,-,
.,. | I-LOC,
Оттава,Оттава | I-LOC,LOC
у,-,
містах,-,
Гатіно,Гатіно | I-LOC,LOC
і,і | I-LOC,
Оттава,Оттава | I-LOC,LOC
",",-,
звідки,-,
річка,-,
тече,-,
в,-,
озеро,-,
Де,-,LOC
-,- | I-LOC,LOC
Монтань,Монтань | I-LOC,LOC
(,-,
),-,
і,-,
вливається,-,
в,-,
річку,-,LOC
Святого,Святого | I-PER,LOC
Лаврентія,Лаврентія | I-PER,LOC
.,-,
На,-,
річці,-,
Оттава,Оттава | I-LOC,LOC
—,-,
13,-,
гідроелектростанцій,-,
",",-,
які,-,
є,-,
власністю,-,
державних,-,
електричних,-,
компаній,-,
Квебеку,Квебеку | I-ORG,LOC
-,-,
(,-,
читається,-,
як,-,
«,-,
Ідро,-,
-,-,
Кебек,-,
»,-,
),-,
і,-,
«,« | I-ORG,
Онтаріо,Онтаріо | I-ORG,LOC
-,- | I-ORG,
Гайдро,-,
»,-,
"""",-,
(,-,
),-,
.,-,
Річка,-,
Оттава,Оттава | I-LOC,LOC
є,-,
частиною,-,
мезозойської,-,
рифтової,-,
долини,-,
Оттава,Оттава | I-LOC,LOC
-,- | I-LOC,
Боннешер,-,
Ґрабен,-,
(,-,
"""",-,
Атабаска,-,LOC
"""",-,
—,-,
річка,-,
на,-,
заході,-,
Канади,Канади | I-LOC,LOC
(,-,
система,-,
річки,-,
Макензі,Макензі | I-LOC,LOC
),-,
.,-,
Довжина,-,
1,-,
231,-,
кілометрів,-,
",",-,
площа,-,
басейну,-,
153,-,
.,-,
км,-,
²,-,
.,-,
Бере,-,
початок,-,
у,-,
Скелястих,-,LOC
горах,-,LOC
",",-,
протікає,-,
Великими,-,LOC
рівнинами,-,LOC
",",-,
посеред,-,
розробок,-,
Нафтових,-,
пісків,-,
Атабаски,-,LOC
",",-,
впадає,-,
в,-,
озеро,-,
Атабаска,Атабаска | I-LOC,LOC
.,-,
Середні,-,
витрати,-,
651,-,
м,-,
³,-,
/,-,
с,-,
",",-,
льодостав,-,
з,-,
жовтня,-,
по,-,
квітень,-,
.,-,
Судноплавна,-,
від,-,
міста,-,
Мак,Мак | I-PER,LOC
-,- | I-PER,LOC
Маррі,Маррі | I-PER,LOC
.,-,
"""",-,
Північний,-,LOC
Саскачеван,Саскачеван | I-LOC,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
річка,-,
в,-,
Канаді,Канаді | I-LOC,LOC
",",-,
що,-,
бере,-,
свій,-,
початок,-,
від,-,
саскачеванського,-,
льодовика,-,
в,-,
Альберті,Альберті | I-LOC,LOC
й,-,
тече,-,
через,-,
провінції,-,
Альберта,Альберта | I-LOC,LOC
та,-,
Саскачеван,Саскачеван | I-LOC,LOC
до,-,
річки,-,
Саскачеван,Саскачеван | I-LOC,LOC
.,-,
Річка,-,
прямує,-,
до,-,
штучного,-,
водосховища,-,
озера,-,
Абрахам,Абрахам | I-PER,LOC
.,-,
Від,-,
греблі,-,
Біґ,-,
-,-,
горн,-,
Північний,Північний | I-LOC,LOC
Саскачеван,-,LOC
тече,-,
до,-,
міста,-,
Роккі,Роккі | I-LOC,LOC
–,-,LOC
Маунтен,-,LOC
-,-,LOC
Хаус,-,LOC
",",-,
відтак,-,
напівніч,-,
і,-,
схід,-,
до,-,
міст,-,
Едмонтонy,Едмонтонy | I-LOC,LOC
Форт,Форт | I-LOC,LOC
-,- | I-LOC,LOC
Саскачеван,Саскачеван | I-LOC,LOC
.,-,
У,-,
Саскачевані,Саскачевані | I-LOC,LOC
річка,-,
протікає,-,
через,-,
міста,-,
Норт,Норт | I-LOC,LOC
-,- | I-LOC,LOC
Бетлфорд,Бетлфорд | I-LOC,LOC
і,-,
Принс,Принс | I-LOC,LOC
-,-,LOC
Альберт,Альберт | I-LOC,LOC
та,-,
вливається,-,
у,-,
річку,-,
Саскачеван,Саскачеван | I-LOC,LOC
.,-,
"""",-,
Кванго,-,LOC
"""",-,
(,-,
Kwango,-,
",",-,
Cuango,-,
),-,
—,-,
річка,-,
в,-,
Центральній,Центральній | I-LOC,LOC
Африці,Африці | I-LOC,LOC
",",-,
в,-,
Анголі,Анголі | I-LOC,LOC
і,-,
Демократичній,Демократичній | I-LOC,LOC
республіці,республіці | I-LOC,LOC
Конго,Конго | I-LOC,LOC
.,-,
Найбільша,-,
ліва,-,
притока,-,
річки,-,
Касаї,-,LOC
",",-,
що,-,
належить,-,
до,-,
басейну,-,
річки,-,
Конго,Конго | I-LOC,LOC
.,-,
Довжина,-,
близько,-,
1100,-,
км,-,
.,-,
Площа,-,
басейну,-,
"263,5",-,
тис,-,
.,-,
км,-,
²,-,
.,-,
Бере,-,
початок,-,
на,-,
плато,-,
Лунда,Лунда | I-LOC,LOC
у,-,
центральній,-,
Анголі,Анголі | I-LOC,LOC
",",-,
тече,-,
на,-,
Захід,Захід | I-LOC,
широкою,-,
і,-,
глибокою,-,
долиною,-,
",",-,
утворюючи,-,
ряд,-,
порогів,-,
і,-,
водоспадів,-,
.,-,
Головні,-,
притоки,-,
—,-,
Вамба,-,LOC
і,-,
Квілу,-,LOC
(,-,
справа,-,
),-,
.,-,
Впадає,-,
в,-,
Касаї,Касаї | I-LOC,LOC
поблизу,-,
міста,-,
Бандунду,Бандунду | I-LOC,LOC
.,-,
Підйом,-,
води,-,
з,-,
вересня,-,
—,-,
жовтня,-,
по,-,
квітень,-,
",",-,
в,-,
сезон,-,
дощів,-,
;,-,
найнижчий,-,
рівень,-,
—,-,
в,-,
серпні,-,
.,-,
Середня,-,
річна,-,
витрата,-,
води,-,
в,-,
нижній,-,
течії,-,
—,-,
"2,7",-,
тис,-,
.,-,
м,-,
³,-,
/,-,
сек,-,
.,-,
Судноплавна,-,
від,-,
гирла,-,
до,-,
порогів,-,
Кінгуші,-,LOC
(,-,
307,-,
км,-,
),-,
",",-,
і,-,
частково,-,
в,-,
середній,-,
течії,-,
(,-,
між,-,
Кінгуші,-,LOC
і,-,
водоспадом,-,LOC
Франца,Франца | I-PER,LOC
-,- | I-PER,LOC
Йосипа,Йосипа | I-PER,LOC
",",-,
близько,-,
300,-,
км,-,
),-,
.,-,
"""",-,
Чу,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
річка,-,
в,-,
Киргизстані,Киргизстані | I-LOC,LOC
та,-,
Казахстані,Казахстані | I-LOC,LOC
.,-,
Утворюється,-,
при,-,
злитті,-,
річок,-,
Джоонарик,-,LOC
і,-,
Кочкор,-,LOC
",",-,
які,-,
беруть,-,
початок,-,
у,-,
хребтах,-,
Терсей,-,LOC
-,-,LOC
Алатау,Алатау | I-LOC,LOC
і,-,
Киргизькому,Киргизькому | I-LOC,LOC
.,-,
