words,ents,anns
від,-,
1930,-,
-,-,
х,-,
",",-,
особливо,-,
у,-,
1950,-,
—,-,
1970,-,
-,-,
ті,-,
роки,-,
.,-,
Від,-,
1991,-,
року,-,
Душанбе,Душанбе | I-LOC,LOC
—,-,
столиця,-,
незалежної,-,
Республіки,Республіки | I-LOC,LOC
Таджикистан,Таджикистан | I-LOC,LOC
.,-,
У,-,
місті,-,
зосереджено,-,
близько,-,
40,-,
%,-,
промислового,-,
потенціалу,-,
Таджикистану,Таджикистану | I-LOC,LOC
",",-,
тут,-,
проживає,-,
близько,-,
15,-,
%,-,
від,-,
загальної,-,
чисельності,-,
населення,-,
республіки,-,
(,-,
станом,-,
на,-,
1,-,
квітня,-,
2014,-,
рік,-,
"778,5",-,
тисяч,-,
осіб,-,
),-,
",",-,
й,-,
виробляється,-,
чверть,-,
внутрішнього,-,
валового,-,
продукту,-,
країни,-,
.,-,
Умови,-,
здійснення,-,
містом,-,
функцій,-,
столиці,-,
Таджикистану,Таджикистану | I-LOC,LOC
визначає,-,
спеціальний,-,
Закон,-,
Республіки,Республіки | I-LOC,LOC
Таджикистан,Таджикистан | I-LOC,LOC
"""",-,
«,-,
Про,-,
статус,-,
столиці,-,
Республіки,Республіки | I-LOC,LOC
Таджикистан,Таджикистан | I-LOC,LOC
»,-,
"""",-,
від,-,
13,-,
грудня,-,
1996,-,
року,-,
Файл:Yerewan,-,
with,-,
Ararat.jpg,-,
|,-,
міні,-,
|,-,
праворуч,-,
|,-,
310пкс,-,
|,-,
Вигляд,-,
Єревану,Єревану | I-LOC,LOC
.,-,
Можна,-,
побачити,-,
Арарат,Арарат | I-LOC,LOC
.,-,
(,-,
зображення_підпис,-,
=,-,
Панорама,-,
міста,-,
",",-,
ринок,-,
у,-,
Старому,Старому | I-LOC,
місті,-,
",",-,
Мамілла,Мамілла | I-LOC,LOC
",",-,
Кнессет,-,
",",-,
Купол,-,
Скелі,-,
",",-,
Вежа,-,
Давида,Давида | I-PER,
та,-,
Стіна,-,
плачу,-,
),-,
"""",-,
Єрусалим,-,LOC
"""",-,
(,-,
"""",-,
Єрушалаїм,-,LOC
"""",-,
;,-,
"""",-,
аль,-,LOC
-,-,LOC
Кудс,-,LOC
"""",-,
),-,
—,-,
стародавнє,-,
близькосхідне,-,
місто,-,
",",-,
розташоване,-,
на,-,
вододілі,-,
між,-,
Середземним,-,LOC
та,-,
Мертвим,-,LOC
морями,-,LOC
",",-,
на,-,
висоті,-,
650,-,
—,-,
840,-,
м,-,
",",-,
одне,-,
з,-,
найдавніших,-,
міст,-,
світу,-,
",",-,
центр,-,
трьох,-,
релігій,-,
—,-,
юдаїзму,-,
",",-,
християнства,-,
й,-,
ісламу,-,
",",-,
столиця,-,
стародавнього,-,
Юдейського,Юдейського | I-LOC,LOC
царства,-,LOC
.,-,
Історично,Історично | I-PER,
є,-,
в,-,
коліні,-,
Юди,Юди | I-PER,
.,-,
Місто,-,
було,-,
засноване,-,
понад,-,
3700,-,
років,-,
тому,-,
і,-,
зараз,-,
його,-,
архітектура,-,
є,-,
сумішшю,-,
памяток,-,
історії,-,
різних,-,
культур,-,
і,-,
народів,-,
.,-,
Ізраїль,Ізраїль | I-LOC,LOC
та,-,
Палестинська,-,LOC
автономія,-,LOC
офіційно,-,
вважають,-,
Єрусалим,Єрусалим | I-LOC,LOC
своєю,-,
столицею,-,
й,-,
не,-,
визнають,-,
таке,-,
право,-,
за,-,
іншою,-,
стороною,-,
",",-,
хоча,-,
ізраїльський,-,
суверенітет,-,
над,-,
східною,-,
частиною,-,
міста,-,
не,-,
визнаний,-,
ні,-,
ООН,ООН | I-ORG,
",",-,
ні,-,
значною,-,
частиною,-,
міжнародного,-,
співтовариства,-,
.,-,
У,-,
Єрусалимі,Єрусалимі | I-LOC,LOC
перебувають,-,
всі,-,
урядові,-,
заклади,-,
держави,-,
Ізраїль,Ізраїль | I-LOC,LOC
.,. | I-LOC,
Населення,-,
:,-,
865,-,
тис,-,
.,-,
осіб,-,
",",-,
переважно,-,
євреї,-,
та,-,
араби,-,
(,-,
2016,-,
),-,
.,-,
6,-,
грудня,-,
2017,-,
року,-,
Президент,-,
США,США | I-PER,
Дональд,Дональд | I-PER,
Трамп,Трамп | I-PER,
офіційно,-,
визнав,-,
Єрусалим,Єрусалим | I-LOC,LOC
столицею,-,
Ізраїлю,Ізраїлю | I-LOC,LOC
.,-,
Внаслідок,-,
рішення,-,
Трампа,-,
",",-,
США,США | I-LOC,LOC
перенесуть,-,
своє,-,
посольство,-,
з,-,
Тель,Тель | I-LOC,LOC
-,- | I-LOC,LOC
Авіва,Авіва | I-LOC,LOC
до,-,
Єрусалима,Єрусалима | I-LOC,LOC
.,-,
"""",-,
Канберра,-,LOC
"""",-,
(,-,
",",-,
/,-,
kænbrə,-,
/,-,
або,-,
/,-,
kænbərə,-,
/,-,
),-,
—,-,
столиця,-,
Австралії,Австралії | I-LOC,LOC
.,-,
Населення,-,
381448,-,
тис,-,
.,-,
(,-,
nickname,-,
=,-,
"""",-,
La,-,
Odalisca,-,
del,-,
Avila,-,
"""",-,
(,-,
султанша,-,
Авіли,-,
),-,
"""",-,
La,-,
Sucursal,-,
del,-,
Cielo,-,
"""",-,
(,-,
відділ,-,
Неба,-,
),-,
),-,
(,-,
motto,-,
=,-,
Ave,-,
María,-,
Santísima,-,
",",-,
sin,-,
pecado,-,
concebida,-,
",",-,
en,-,
el,-,
primer,-,
instante,-,
de,-,
su,-,
ser,-,
natural,-,
.,-,
),-,
(,-,
Вітаю,-,
тебя,-,
",",-,
найсвятіша,-,
Марія,Марія | I-PER,
",",-,
що,-,
зачала,-,
без,-,
гріха,-,
",",-,
у,-,
момент,-,
появи,-,
своєї,-,
природної,-,
суті,-,
.,-,
),-,
(,-,
footnotes,-,
=,-,
Площа,-,
та,-,
населення,-,
є,-,
сумою,-,
цих,-,
параметрів,-,
для,-,
пятьох,-,
вказаних,-,
муніципалітетів,-,
",",-,
що,-,
складають,-,
місто,-,
Каракас,Каракас | I-LOC,LOC
),-,
"""",-,
Кастрі,Кастрі | I-ORG,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
держави,-,
Сент,Сент | I-LOC,LOC
-,- | I-LOC,LOC
Люсія,Люсія | I-LOC,LOC
",",-,
розташовано,-,
в,-,
майже,-,
закритій,-,
бухті,-,
в,-,
північно,-,
-,-,
західній,-,
частині,-,
острова,-,
.,-,
Населення,-,
міста,-,
—,-,
близько,-,
11,-,
147,-,
жителів,-,
.,. | I-LOC,
Кастрі,Кастрі | I-LOC,LOC
був,-,
заснований,-,
французами,-,
в,-,
1650,-,
році,-,
",",-,
а,-,
з,-,
1814,-,
року,-,
перебував,-,
під,-,
контролем,-,
Великої,Великої | I-LOC,LOC
Британії,Британії | I-LOC,LOC
.,-,
В,-,
1979,-,
році,-,
",",-,
із,-,
надбанням,-,
країною,-,
незалежності,-,
",",-,
Кастрі,Кастрі | I-LOC,LOC
став,-,
столицею,-,
держави,-,
Сент,Сент | I-LOC,LOC
-,- | I-LOC,LOC
Люсія,Люсія | I-LOC,LOC
.,-,
Через,-,
морський,-,
порт,-,
міста,-,
експортуються,-,
банани,-,
",",-,
очеретяний,-,
цукор,-,
",",-,
лимони,-,
",",-,
какао,-,
",",-,
кокоси,-,
й,-,
ром,-,
.,-,
Промисловість,-,
міста,-,
сконцентрована,-,
навколо,-,
виробництва,-,
лимонного,-,
соку,-,
",",-,
рому,-,
",",-,
цукру,-,
й,-,
інших,-,
продуктів,-,
харчування,-,
.,-,
Також,-,
розвинений,-,
туристичний,-,
бізнес,-,
.,-,
Біля,-,
столиці,-,
розташовано,-,
міжнародний,-,
аеропорт,-,
Віжі,Віжі | I-LOC,LOC
.,-,
(,-,
зображення_підпис,-,
=,-,
Верховна,-,
Рада,-,
",",-,
Києво,Києво | I-LOC,LOC
-,-,LOC
Печерська,-,LOC
лавра,-,LOC
",",-,
КНУ,КНУ | I-PER,
ім,ім | I-PER,
.,. | I-PER,
Тараса,Тараса | I-PER,
Шевченка,Шевченка | I-PER,
",",-,
будинок,-,
із,-,
химерами,химерами | I-LOC,
",",-,
памятник,-,
Богданові,Богданові | I-LOC,
Хмельницькому,Хмельницькому | I-LOC,
",",-,
Майдан,Майдан | I-LOC,LOC
Незалежності,-,LOC
),-,
(,-,
прізвисько,-,
=,-,
Мати,-,
міст,-,
Руських,Руських | I-LOC,
",",-,
Новий,Новий | I-LOC,LOC
Єрусалим,Єрусалим | I-LOC,LOC
",",-,LOC
Місто,-,
",",-,
де,-,
все,-,
починається,-,
),-,
(,-,
міста,-,
-,-,
побратими,-,
=,-,
Кіото,Кіото | I-LOC,LOC
",",-,
Тампере,Тампере | I-LOC,LOC
",",-,
Лейпциг,Лейпциг | I-LOC,LOC
",",-,
Флоренція,Флоренція | I-LOC,LOC
",",-,
Братислава,Братислава | I-LOC,LOC
",",-,
Тулуза,Тулуза | I-LOC,LOC
",",-,
Оденсе,Оденсе | I-LOC,LOC
",",-,
Единбург,Единбург | I-LOC,LOC
",",-,
Мюнхен,Мюнхен | I-LOC,LOC
",",-,
Ухань,Ухань | I-LOC,LOC
",",-,
Вільнюс,Вільнюс | I-LOC,LOC
",",-,
Чикаго,Чикаго | I-LOC,LOC
",",-,
Торонто,Торонто | I-LOC,LOC
",",-,
Анкара,Анкара | I-LOC,LOC
",",-,
Відень,Відень | I-LOC,LOC
",",-,
Париж,Париж | I-LOC,LOC
",",-,
Краків,Краків | I-LOC,LOC
",",-,
Гельсінки,Гельсінки | I-LOC,LOC
",",-,
Кишинів,Кишинів | I-LOC,LOC
",",-,
Тсване,Тсване | I-LOC,LOC
",",-,
Будапешт,Будапешт | I-LOC,LOC
",",-,
Пекін,Пекін | I-LOC,LOC
",",-,
Варшава,Варшава | I-LOC,LOC
",",-,
Гавана,Гавана | I-LOC,LOC
",",-,
Таллінн,Таллінн | I-LOC,LOC
",",-,
Єреван,Єреван | I-LOC,LOC
",",-,
Афіни,Афіни | I-LOC,LOC
",",-,
Мінськ,Мінськ | I-LOC,LOC
",",-,
Софія,Софія | I-LOC,LOC
",",-,
Баку,Баку | I-LOC,LOC
",",-,
Мехіко,Мехіко | I-LOC,LOC
",",-,
Бішкек,Бішкек | I-LOC,LOC
",",-,
Брюссель,Брюссель | I-LOC,LOC
",",-,
Ташкент,Ташкент | I-LOC,LOC
",",-,
Рига,Рига | I-LOC,LOC
",",-,
Астана,Астана | I-LOC,LOC
",",-,
Сантьяго,Сантьяго | I-LOC,LOC
-,- | I-LOC,LOC
де,де | I-LOC,LOC
-,- | I-LOC,LOC
Чилі,Чилі | I-LOC,LOC
",",-,
Стокгольм,Стокгольм | I-LOC,LOC
",",-,
Тбілісі,Тбілісі | I-LOC,LOC
",",-,
Рим,Рим | I-LOC,LOC
",",-,
Єрусалим,Єрусалим | I-LOC,LOC
",",-,
Ріо,Ріо | I-LOC,LOC
-,- | I-LOC,LOC
де,де | I-LOC,LOC
-,- | I-LOC,LOC
Жанейро,Жанейро | I-LOC,LOC
",",-,
Бразиліа,Бразиліа | I-LOC,LOC
",",-,
Буенос,Буенос | I-LOC,LOC
-,- | I-LOC,LOC
Айрес,Айрес | I-LOC,LOC
",",-,
Лісабон,Лісабон | I-LOC,LOC
",",-,
Ашгабат,Ашгабат | I-LOC,LOC
",",-,
Триполі,Триполі | I-LOC,LOC
",",-,
Белград,Белград | I-LOC,LOC
",",-,
Ошська,Ошська | I-LOC,LOC
область,область | I-LOC,LOC
",",-,
Женева,Женева | I-LOC,LOC
",",-,
Джакарта,Джакарта | I-LOC,LOC
",",-,
Сучжоу,Сучжоу | I-LOC,LOC
",",-,
Ліма,Ліма | I-LOC,LOC
),-,
"""",-,
Київ,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
України,України | I-LOC,LOC
",",-,
одне,-,
з,-,
найбільших,-,
і,-,
найстаріших,-,
міст,-,
Європи,Європи | I-LOC,LOC
.,-,
Розташований,-,
у,-,
середній,-,
течії,-,
Дніпра,-,LOC
",",-,
у,-,
північній,-,
Наддніпрянщині,Наддніпрянщині | I-LOC,LOC
.,-,
Політичний,-,
",",-,
соціально,-,
-,-,
економічний,-,
",",-,
транспортний,-,
та,-,
освітньо,-,
-,-,
науковий,-,
центр,-,
країни,-,
.,-,
Окрема,-,
адміністративно,-,
-,-,
територіальна,-,
одиниця,-,
в,-,
складі,-,
України,України | I-LOC,LOC
й,-,
адміністративний,-,
центр,-,
Київської,Київської | I-LOC,LOC
області,області | I-LOC,LOC
.,-,
Районний,-,
центр,-,
Києво,Києво | I-LOC,LOC
-,- | I-LOC,LOC
Святошинського,Святошинського | I-LOC,LOC
району,району | I-LOC,LOC
.,-,
Адміністративно,-,
до,-,
складу,-,
Київської,Київської | I-LOC,LOC
області,області | I-LOC,LOC
не,-,
входить,-,
.,-,
Місце,-,
розташування,-,
центральних,-,
органів,-,
влади,-,
України,-,LOC
",",-,
іноземних,-,
місій,-,
",",-,
штаб,-,
-,-,
квартир,-,
більшості,-,
підприємств,-,
і,-,
громадських,-,
обєднань,-,
",",-,
що,-,
працюють,-,
в,-,
Україні,Україні | I-LOC,LOC
.,-,
За,-,
«,-,
Повістю,-,
минулих,-,
літ,-,
»,-,
",",-,
Київ,Київ | I-LOC,LOC
заснував,-,
полянський,полянський | I-PER,
князь,-,
Кий,Кий | I-PER,
зі,-,
своїми,-,
братами,-,
Щеком,-,
і,-,
Хоривом,-,
та,-,
сестрою,-,
Либіддю,Либіддю | I-PER,
.,-,
Згідно,-,
з,-,
археологічними,-,
даними,-,
та,-,
писемними,-,
джерелами,-,
",",-,
початок,-,
безперервного,-,
розвитку,-,
Києва,Києва | I-LOC,LOC
датується,-,
другою,-,
половиною,-,
5,-,
ст,-,
.,-,
—,-,
першою,-,
половиною,-,
6,-,
ст,-,
.,-,
;,-,
осередком,-,
розширення,-,
Києва,Києва | I-LOC,LOC
була,-,
гора,-,LOC
Замкова,-,LOC
(,-,
міста,-,
-,-,
побратими,-,
=,-,
Бухарест,Бухарест | I-LOC,LOC
(,-,
Румунія,Румунія | I-ORG,LOC
),) | I-ORG,
",",-,
Гренобль,Гренобль | I-LOC,LOC
(,-,
Франція,Франція | I-ORG,LOC
),) | I-ORG,
",",-,
Мангейм,Мангейм | I-LOC,LOC
(,-,
Німеччина,Німеччина | I-ORG,LOC
),) | I-ORG,
",",-,
Київ,Київ | I-LOC,LOC
(,-,
Україна,Україна | I-ORG,LOC
),) | I-ORG,
",",-,
Одеса,Одеса | I-LOC,LOC
(,-,
Україна,Україна | I-ORG,LOC
),) | I-ORG,
",",-,
Реджо,Реджо | I-LOC,LOC
-,- | I-LOC,LOC
Емілія,Емілія | I-LOC,LOC
(,-,
Італія,Італія | I-ORG,LOC
),) | I-ORG,
",",-,
Сакраменто,Сакраменто | I-LOC,LOC
(,-,
США,США | I-LOC,LOC
),-,
),-,
міні,-,
|,-,
праворуч,-,
|,-,
250пкс,-,
|,-,
Тріумфальна,-,
арка,-,
в,-,
центрі,-,
Кишинева,Кишинева | I-LOC,LOC
перед,-,
Православною,-,
церквою,-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.dsrp,-,
-,-,
rdc.org,-,
/,-,
documents,-,
/,-,
Monographies_Provinciales,-,
/,-,
Monographie,-,
%,-,
20de,-,
%,-,
20la,-,
%,-,
20Province,-,
%,-,
20de,-,
%,-,
20Kinshasa.swf,-,
),-,
(,-,
work,-,
=,-,
Unité,-,
de,-,
Pilotage,-,
du,-,
Processus,-,
dElaboration,-,
et,-,
de,-,
mise,-,
œuvre,-,
de,-,
la,-,
Stratégie,-,
pour,-,
la,-,
Réduction,-,
de,-,
la,-,
Pauvreté,-,
(,-,
UPPE,-,
-,-,
SRP,-,
),-,
),-,
"""",-,
Кіншаса,-,LOC
"""",-,
(,-,
лінг,-,
.,-,
"""",-,
Ville,-,LOC
de,-,LOC
Kinshasa,-,LOC
"""",-,
",",-,
колишній,-,
Леопольдвіль,Леопольдвіль | I-LOC,LOC
(,-,
),-,
),-,
—,-,
столиця,-,
Демократичної,Демократичної | I-ORG,LOC
Республіки,Республіки | I-ORG,LOC
Конго,Конго | I-ORG,LOC
.,. | I-ORG,
Цей,-,
найбільший,-,
порт,-,
на,-,
лівому,-,
березі,-,
річки,-,
Конго,Конго | I-LOC,LOC
(,-,
Заїр,Заїр | I-LOC,LOC
),-,
—,-,
одне,-,
з,-,
найбільших,-,
міст,-,
на,-,
Африканському,Африканському | I-LOC,LOC
материку,-,
на,-,
південь,-,
від,-,
Сахари,Сахари | I-LOC,LOC
.,-,
Кіншаса,Кіншаса | I-LOC,LOC
розділяє,-,
з,-,
Йоганнесбургом,-,LOC
третє,-,
місце,-,
за,-,
чисельністю,-,
населення,-,
серед,-,
міст,-,
Африки,Африки | I-LOC,LOC
",",-,
після,-,
Лагоса,Лагоса | I-LOC,LOC
й,-,
Каїра,Каїра | I-LOC,LOC
.,-,
Навпроти,-,
розташоване,-,
місто,-,
Браззавіль,Браззавіль | I-LOC,LOC
",",-,
столиця,столиця | I-LOC,
Конго,Конго | I-LOC,LOC
—,-,
це,-,
єдиний,-,
приклад,-,
у,-,
світі,-,
",",-,
коли,-,
дві,-,
столиці,-,
розташовані,-,
одна,-,
навпроти,-,
одної,-,
на,-,
різних,-,
берегах,-,
річки,-,
.,-,
Хоча,-,
населення,-,
міста,-,
в,-,
2009,-,
році,-,
становило,-,
10,-,
76,-,
99,-,
осіб,-,
",",-,
60,-,
%,-,
його,-,
території,-,
—,-,
це,-,
слабозаселена,-,
сільська,-,
місцевість,-,
",",-,
котра,-,
",",-,
проте,-,
",",-,
потрапляє,-,
в,-,
адміністративні,-,
межі,-,
міста,-,
.,-,
Густонаселені,-,
міські,-,
райони,-,
займають,-,
лише,-,
невелику,-,
частину,-,
території,-,
на,-,
заході,-,
провінції,-,
.,-,
Вона,-,
також,-,
є,-,
другим,-,
у,-,
світі,-,
за,-,
населенням,-,
містом,-,
",",-,
де,-,
більша,-,
частина,-,
жителів,-,
розмовляє,-,
французькою,-,
мовою,-,
(,-,
після,-,
Парижа,Парижа | I-LOC,LOC
),-,
.,-,
При,-,
зберіганні,-,
сучасної,-,
демографічної,-,
ситуації,-,
",",-,
Кіншаса,Кіншаса | I-LOC,LOC
обжене,-,
за,-,
кількістю,-,
населення,-,
Париж,Париж | I-LOC,LOC
у,-,
2020,-,
році,-,
(,-,
зображення_підпис,-,
=,-,
На,-,
зображенні,-,
:,-,
Крістіансборг,-,LOC
",",-,
Церква,-,
Фредеріка,Фредеріка | I-PER,
",",-,
Парк,-,
Тіволі,Тіволі | I-LOC,
та,-,
Нугавн,Нугавн | I-LOC,
.,-,
),-,
(,-,
адреса,-,
=,-,
City,-,
of,-,
Copenhagen,-,LOC
",",-,
City,City | I-ORG,
Hall,-,
",",-,
DK,-,
-,-,
1599,-,
Copenhagen,-,LOC
V,-,
",",-,
tel,-,
.,-,
+,-,
45,-,
33,-,
66,-,
33,-,
66,-,
),-,
(,-,
адреса,-,
=,-,
Câmara,-,
Municipal,-,
de,-,
LisboaPraça,-,
do,-,
Município,-,
1100,-,
-,-,
365,-,
Lisboa,-,LOC
),-,
"""",-,
Лісабон,-,LOC
"""",-,
або,-,
"""",-,
Лісбона,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Португалії,Португалії | I-LOC,LOC
",",-,
найбільше,-,
місто,-,
держави,-,
і,-,
адміністративний,-,
центр,-,
однойменного,однойменного | I-ORG,
адміністративного,-,
округу,-,
.,-,
Муніципалітет,-,
Лісабона,Лісабона | I-LOC,LOC
має,-,
населення,-,
"499,7",-,
тис,-,
.,-,
осіб,-,
і,-,
займає,-,
площу,-,
"83,84",-,
км,-,
²,-,
.,-,
Місто,-,
займає,-,
вигідне,-,
положення,-,
на,-,
південно,-,
-,-,
західному,-,
узбережжі,-,
Піренейського,-,LOC
півострова,півострова | I-LOC,LOC
",",-,
у,-,
широкому,-,
гирлі,-,
річки,-,
Тежу,-,LOC
",",-,
за,-,
15,-,
км,-,
від,-,
Атлантичного,-,LOC
океану,-,LOC
.,-,
Сучасні,-,
висотні,-,
будинки,-,
мегаполіса,-,
ближче,-,
до,-,
околиць,-,
змінюються,-,
мальовничими,-,
рибальськими,-,
хатинками,-,
",",-,
зєднаними,-,
у,-,
невеликі,-,
поселення,-,
.,-,
Межує,-,
на,-,
півночі,-,
з,-,
районами,-,
Лоуреша,Лоуреша | I-LOC,LOC
і,-,
Одівелаша,Одівелаша | I-LOC,LOC
",",-,
на,-,
північному,-,
заході,-,
з,-,
районом,районом | I-LOC,
Амадори,Амадори | I-LOC,LOC
",",-,
на,-,
заході,-,
з,-,
районом,районом | I-LOC,
Оейраша,Оейраша | I-LOC,LOC
",",-,
на,-,
сході,-,
та,-,
на,-,
півдні,-,
—,-,
омивається,-,
річкою,-,
Тежу,-,LOC
.,-,
Разом,-,
зі,-,
своїми,-,
численними,-,
передмістями,-,
(,-,
в,-,
тому,-,
числі,-,
і,-,
північні,-,
райони,-,
Сетубальського,-,LOC
округу,-,LOC
),-,
утворює,-,
Лісабонську,-,LOC
агломерацію,-,LOC
(,-,
(,-,
ЯндексКарта,-,
=,-,
http,-,
:,-,
/,-,
/,-,
maps.yandex.ua,-,
/,-,
?,-,
ll,-,
=,-,
13.2333333433,-,
",",-,
-,-,
8.8333333433,-,
&,-,
spn,-,
=,-,
"0.1,0.1",-,
),-,
(,-,
національний,-,
склад,-,
=,-,
овімбунду,-,
",",-,
мбунду,-,
",",-,
баконго,-,
",",-,
лунда,лунда | I-LOC,
",",-,
чокие,чокие | I-LOC,
",",-,
нгантуела,-,
",",-,
куаньяма,-,
",",-,
європейці,-,
),-,
"""",-,
Любляна,Любляна | I-ORG,LOC
"""",""" | I-ORG",
(,-,
",",-,
",",-,
),-,
—,-,
столиця,-,
та,-,
найбільше,-,
місто,-,
Словенії,Словенії | I-LOC,LOC
.,-,
Її,-,
географічний,-,
",",-,
культурний,-,
",",-,
науковий,-,
",",-,
економічний,-,
",",-,
політичний,-,
і,-,
адміністративний,-,
центр,-,
.,-,
Впродовж,-,
усієї,-,
своєї,-,
історії,-,
",",-,
завдяки,-,
географічному,-,
розташуванню,-,
",",-,
місто,-,
було,-,
під,-,
впливом,-,
німецької,-,
",",-,
латинської,-,
та,-,
словянської,-,
культур,-,
.,-,
"""",-,
Малабо,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
Екваторіальної,Екваторіальної | I-LOC,LOC
Гвінеї,Гвінеї | I-LOC,LOC
",",-,
на,-,
острові,-,
Біоко,-,LOC
Атлантичного,-,LOC
океану,-,LOC
.,-,
Адміністративний,-,
центр,-,
провінції,-,
Біоко,Біоко | I-LOC,LOC
.,-,
Населення,-,
—,-,
30,-,
тисяч,-,
жителів,-,
.,-,
Порт,-,
в,-,
затоці,затоці | I-LOC,
Біафра,-,LOC
(,-,
частина,-,
Гвінейської,-,LOC
затоки,-,LOC
),-,
—,-,
експорт,-,
какао,-,
",",-,
кави,-,
",",-,
фруктів,-,
.,-,
Міжнародний,-,
аеропорт,аеропорт | I-ORG,
.,-,
Лісопильні,-,
",",-,
деревообробні,-,
",",-,
харчовосмакові,-,
підприємства,-,
",",-,
виробництво,-,
пальмової,-,
олії,-,
і,-,
мила,-,
.,-,
Засноване,-,
в,-,
1827,-,
англійцями,-,
як,-,
поселення,-,
"""",-,
Порт,Порт | I-LOC,LOC
-,- | I-LOC,LOC
Кларенс,Кларенс | I-LOC,LOC
"""",-,
.,-,
У,-,
1843,-,
—,-,
1968,-,
адміністративний,-,
центр,-,
Іспанської,Іспанської | I-LOC,LOC
Гвінеї,Гвінеї | I-LOC,LOC
.,-,
До,-,
1973,-,
року,-,
—,-,
"""",-,
Санта,-,LOC
-,-,LOC
Ізабел,-,LOC
"""",-,
(,-,
"""",-,
Мале,-,LOC
"""",-,
(,-,
",",-,
Маа,-,
-,-,
лай,-,
",",-,
букв,-,
.,-,
"""",-,
Великий,-,
дім,-,
"""",-,
),-,
—,-,
столиця,-,
",",-,
найбільше,-,
місто,-,
та,-,
назва,-,
однойменного,-,
острова,-,
у,-,
Мальдівській,Мальдівській | I-LOC,LOC
Республіці,Республіці | I-LOC,LOC
.,-,
Населення,-,
Мале,-,LOC
у,-,
2006,-,
році,-,
становило,-,
104,-,
403,-,
особи,-,
",",-,
а,-,
2014,-,
році,-,
вже,-,
153,-,
379,-,
осіб,-,
.,-,
Входить,-,
до,-,
числа,-,
найбільш,-,
густонаселених,-,
міст,-,
світу,-,
"""",-,
Масеру,-,LOC
"""",-,
—,-,
столиця,-,
(,-,
з,-,
1966,-,
),-,
держави,-,
Лесото,Лесото | I-LOC,LOC
",",-,
також,-,
є,-,
центром,-,
однойменного,однойменного | I-LOC,
району,-,
.,-,
Стоїть,-,
на,-,
",",-,
на,-,
межі,-,
з,-,
ПАР,ПАР | I-LOC,LOC
.,-,
Масеру,Масеру | I-LOC,LOC
є,-,
єдиним,-,
великим,-,
містом,-,
Лесото,Лесото | I-LOC,LOC
",",-,
з,-,
населенням,-,
227,-,
880,-,
(,-,
станом,-,
на,-,
2006,-,
рік,-,
),-,
.,-,
Місто,-,
було,-,
засноване,-,
1869,-,
року,-,
як,-,
поліцейський,-,
табір,-,
і,-,
набуло,-,
статусу,-,
столиці,-,
після,-,
того,-,
",",-,
як,-,
країна,-,
стала,-,
британським,-,
протекторатом,-,
у,-,
тому,-,
ж,-,
році,-,
.,-,
Коли,-,
держава,-,
здобула,-,
незалежність,-,
у,-,
1966,-,
",",-,
Масеру,Масеру | I-LOC,LOC
зберіг,-,
свій,-,
статус,-,
.,-,
Назва,-,
міста,-,
є,-,
словом,-,
мови,-,
сесото,-,
",",-,
що,-,
означає,-,
«,-,
місце,-,
червоного,-,
пісковика,-,
»,-,
.,-,
"""",-,
Нгерулмуд,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
Палау,Палау | I-LOC,LOC
.,-,
Місто,-,
розташоване,-,
в,-,
штаті,-,
Мелекеок,Мелекеок | I-LOC,LOC
на,-,
острові,-,
Бабелдаоб,Бабелдаоб | I-LOC,LOC
.,-,
Згідно,-,
з,-,
конституцією,-,
Палау,Палау | I-LOC,LOC
1979,-,
року,-,
",",-,
постійну,-,
столицю,-,
необхідно,-,
було,-,
обрати,-,
на,-,
острові,-,
Бабелдаоб,-,LOC
упродовж,-,
10,-,
років,-,
.,-,
—,-,
Embassy,-,
of,-,
the,-,
Republic,-,LOC
of,-,LOC
Palau,-,LOC
",",-,
Washington,-,LOC
",",-,
DC,DC | I-ORG,LOC
.,-,
"""",-,
Монровія,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
й,-,
найбільше,-,
місто,-,
Ліберії,Ліберії | I-LOC,LOC
",",-,
адміністративний,-,
центр,-,
графства,-,
Монтсеррадо,Монтсеррадо | I-LOC,LOC
.,-,
Населення,-,
міста,-,
—,-,
1,-,
10,-,
970,-,
жителів,-,
(,-,
2008,-,
),-,
.,-,
Монровія,Монровія | I-PER,LOC
була,-,
заснована,-,
в,-,
1822,-,
році,-,
звільненими,-,
з,-,
рабства,-,
неграми,-,
",",-,
що,-,
переселилися,-,
зі,-,
США,США | I-LOC,LOC
(,-,
названа,-,
на,-,
честь,-,
тодішнього,-,
президента,-,
Сполучених,Сполучених | I-PER,LOC
Штатів,Штатів | I-PER,LOC
Джеймса,Джеймса | I-PER,
Монро,Монро | I-PER,
),-,
.,-,
(,-,
зображення_підпис,-,
=,-,
Кремль,-,LOC
",",-,
храм,-,
Христа,-,
Спасителя,-,
",",-,
головний,-,
корпус,-,
МДУ,МДУ | I-ORG,
",",-,
Большой,Большой | I-ORG,
театр,-,
