words,ents,anns
затока,-,LOC
Джеймс,Джеймс | I-PER,LOC
.,-,
Води,-,
Гудзонової,-,LOC
затоки,-,LOC
омивають,-,
узбережжя,-,
провінцій,-,
Манітоби,Манітоби | I-LOC,LOC
",",-,
Онтаріо,Онтаріо | I-LOC,LOC
",",-,
і,-,
Квебеку,Квебеку | I-LOC,LOC
—,-,
та,-,
території,-,
Нунавут,Нунавут | I-LOC,LOC
.,-,
Затоку,-,
названо,-,
на,-,
честь,-,
британського,-,
дослідника,-,
Генрі,Генрі | I-PER,
Гудзона,Гудзона | I-PER,
(,-,
),-,
",",-,
який,-,
в,-,
1610,-,
досліджував,-,
її,-,
узбережжя,-,
на,-,
шхуні,-,
«,« | I-ORG,
Діскавері,Діскавері | I-ORG,
»,-,
(,-,
),-,
",",-,
екіпаж,-,
якого,-,
вчинив,-,
бунт,-,
12,-,
липня,-,
1611,-,
після,-,
довгої,-,
зими,-,
на,-,
кризі,-,
",",-,
що,-,
захопила,-,
корабель,-,
.,-,
"""",-,
Каліфорнійська,-,LOC
затока,-,LOC
"""",-,
(,-,
),-,
—,-,
затока,-,
",",-,
що,-,
відділяє,-,
півострів,-,
Каліфорнію,-,LOC
від,-,
мексиканського,-,
узбережжя,-,
Тихого,-,LOC
океану,-,LOC
.,-,
Відома,-,
також,-,
як,-,
"""",-,
Море,-,LOC
Кортеса,-,LOC
"""",-,
(,-,
(,-,
міста,-,
=,-,
Кампече,Кампече | I-LOC,LOC
",",-,
Веракрус,Веракрус | I-LOC,LOC
",",-,
Тампа,Тампа | I-LOC,LOC
",",-,
Сент,Сент | I-LOC,LOC
-,- | I-LOC,LOC
Пітерсбург,Пітерсбург | I-LOC,LOC
",",-,
Пенсакола,Пенсакола | I-LOC,LOC
",",-,
Новий,Новий | I-LOC,LOC
Орлеан,Орлеан | I-LOC,LOC
",",-,
Мобіл,Мобіл | I-LOC,LOC
",",-,
Корпус,-,LOC
-,-,LOC
Крісті,-,LOC
),-,
(,-,
море,-,
=,-,
Оманська,-,LOC
затока,-,LOC
→,-,
Аравійське,-,LOC
море,-,LOC
→,-,
Індійський,Індійський | I-LOC,LOC
океан,-,LOC
),-,
(,-,
міста,-,
=,-,
Ель,Ель | I-LOC,LOC
-,- | I-LOC,LOC
Кувейт,Кувейт | I-LOC,LOC
",",-,
Ель,Ель | I-LOC,LOC
-,-,LOC
Джубайль,Джубайль | I-LOC,LOC
",",-,
Манама,Манама | I-LOC,LOC
",",-,
Доха,Доха | I-LOC,LOC
",",-,
Абу,Абу | I-LOC,LOC
-,- | I-LOC,LOC
Дабі,Дабі | I-LOC,LOC
",",-,
Дубай,Дубай | I-LOC,LOC
",",-,
Бушир,Бушир | I-LOC,LOC
),-,
